"","decimallongitude","decimallatitude","date_year","scientificname","coordinateuncertaintyinmeters","bathymetry","sst","sss"
"6404",53.056,24.646,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6405",53.027,24.657,2018,"Chelonia mydas",111.32,9,27.91,38.67
"6406",53.009,24.668,2018,"Chelonia mydas",111.32,11,27.91,38.69
"6407",53.035,24.648,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6408",53.048,24.636,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6409",53.051,24.641,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6410",53.062,24.647,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6411",53.08,24.633,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6412",53.094,24.631,2018,"Chelonia mydas",111.32,2,27.93,38.71
"6413",53.063,24.644,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6414",53.051,24.641,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6415",53.06,24.648,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6416",53.067,24.651,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6417",53.052,24.639,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6418",53.041,24.652,2018,"Chelonia mydas",111.32,6,27.91,38.67
"6419",53.054,24.648,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6420",53.045,24.642,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6421",53.05,24.648,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6422",53.053,24.641,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6423",53.056,24.649,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6424",53.057,24.645,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6425",53.041,24.627,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6426",53.055,24.651,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6427",53.05,24.647,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6428",53.079,24.647,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6429",53.078,24.679,2018,"Chelonia mydas",111.32,5,27.91,38.69
"6430",53.046,24.653,2018,"Chelonia mydas",111.32,3,27.91,38.67
"6431",53.05,24.642,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6432",53.049,24.645,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6433",53.052,24.655,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6434",53.052,24.651,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6435",53.085,24.636,2018,"Chelonia mydas",111.32,2,27.93,38.71
"6436",53.051,24.641,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6437",52.93,24.621,2018,"Chelonia mydas",111.32,12,27.89,38.66
"6438",53.055,24.645,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6439",53.042,24.643,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6440",53.058,24.634,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6441",53.055,24.64,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6442",53.06,24.656,2018,"Chelonia mydas",111.32,2,27.91,38.67
"6443",52.98,24.661,2018,"Chelonia mydas",111.32,12,27.89,38.66
"6444",55.875,25.748,2018,"Chelonia mydas",111.32,2,NA,NA
"6445",55.82,25.736,2018,"Chelonia mydas",111.32,4,28.19,38.72
"6446",55.825,25.768,2018,"Chelonia mydas",111.32,5,28.14,38.7
"6447",55.73,25.656,2018,"Chelonia mydas",111.32,2,28.21,38.74
"6448",55.667,25.673,2018,"Chelonia mydas",111.32,9,28.19,38.73
"6449",55.673,25.673,2018,"Chelonia mydas",111.32,9,28.19,38.73
"6450",53.116,24.533,2017,"Chelonia mydas",111.32,6,27.94,38.67
"6451",53.13,24.323,2017,"Chelonia mydas",111.32,2,27.99,38.6
"6452",53.138,24.326,2017,"Chelonia mydas",111.32,2,27.99,38.6
"6453",53.186,24.296,2017,"Chelonia mydas",111.32,2,27.99,38.65
"6454",53.27,24.399,2017,"Chelonia mydas",111.32,4,28.01,38.68
"6455",53.334,24.433,2017,"Chelonia mydas",111.32,9,28.02,38.74
"6456",53.439,24.415,2017,"Chelonia mydas",111.32,7,28.04,38.74
"6457",53.441,24.425,2017,"Chelonia mydas",111.32,7,28.02,38.76
"6458",53.644,24.476,2017,"Chelonia mydas",111.32,14,28.04,38.79
"6459",53.645,24.362,2017,"Chelonia mydas",111.32,13,28.07,38.78
"6460",53.641,24.255,2017,"Chelonia mydas",111.32,9,28.02,38.76
"6461",53.642,24.212,2017,"Chelonia mydas",111.32,14,28,38.76
"6462",53.636,24.207,2017,"Chelonia mydas",111.32,12,28,38.76
"6463",53.65,24.252,2017,"Chelonia mydas",111.32,11,28.02,38.76
"6464",53.75,24.324,2017,"Chelonia mydas",111.32,7,28.01,38.8
"6465",53.984,24.437,2017,"Chelonia mydas",111.32,13,28.05,38.86
"6466",54.069,24.441,2017,"Chelonia mydas",111.32,7,28.04,38.86
"6467",54.09,24.44,2017,"Chelonia mydas",111.32,8,28.03,38.88
"6468",54.003,24.56,2017,"Chelonia mydas",111.32,18,28.09,38.87
"6469",53.831,24.593,2017,"Chelonia mydas",111.32,16,28.08,38.83
"6470",54.001,24.673,2017,"Chelonia mydas",111.32,16,28.12,38.85
"6471",54.134,24.799,2017,"Chelonia mydas",111.32,15,28.15,38.85
"6472",54.113,24.824,2017,"Chelonia mydas",111.32,24,28.15,38.85
"6473",54.227,24.848,2017,"Chelonia mydas",111.32,23,28.17,38.85
"6474",54.3,24.935,2017,"Chelonia mydas",111.32,26,28.19,38.82
"6475",54.563,24.89,2017,"Chelonia mydas",111.32,18,28.2,38.95
"6476",54.829,24.865,2017,"Chelonia mydas",111.32,-3,28.21,38.97
"6477",54.94,25.114,2017,"Chelonia mydas",111.32,13,28.25,38.97
"6478",54.947,25.251,2017,"Chelonia mydas",111.32,20,28.28,38.96
"6479",54.994,25.309,2017,"Chelonia mydas",111.32,21,28.28,38.96
"6480",55.054,25.392,2017,"Chelonia mydas",111.32,19,28.28,38.93
"6481",55.527,25.615,2017,"Chelonia mydas",111.32,11,28.22,38.82
"6482",55.533,25.547,2017,"Chelonia mydas",111.32,5,28.22,38.93
"6483",55.674,25.734,2017,"Chelonia mydas",111.32,19,28.19,38.73
"6484",56.04,26.032,2017,"Chelonia mydas",111.32,31,28,38.17
"6485",56.07,26.036,2017,"Chelonia mydas",111.32,16,28,38.17
"6486",53.011,24.477,2017,"Chelonia mydas",111.32,6,27.96,38.64
"6487",52.953,24.407,2017,"Chelonia mydas",111.32,8,27.95,38.57
"6488",52.905,24.4,2017,"Chelonia mydas",111.32,12,27.95,38.53
"6489",52.907,24.418,2017,"Chelonia mydas",111.32,7,27.91,38.57
"6490",52.941,24.401,2017,"Chelonia mydas",111.32,9,27.95,38.57
"6491",52.928,24.407,2017,"Chelonia mydas",111.32,6,27.95,38.57
"6492",52.902,24.412,2017,"Chelonia mydas",111.32,8,27.95,38.53
"6493",52.883,24.413,2017,"Chelonia mydas",111.32,8,27.95,38.53
"6494",52.861,24.384,2017,"Chelonia mydas",111.32,14,27.95,38.53
"6495",52.929,24.41,2017,"Chelonia mydas",111.32,7,27.95,38.57
"6496",52.911,24.423,2017,"Chelonia mydas",111.32,8,27.91,38.57
"6497",52.902,24.417,2017,"Chelonia mydas",111.32,7,27.91,38.57
"6498",52.918,24.428,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6499",52.917,24.414,2017,"Chelonia mydas",111.32,7,27.95,38.57
"6500",52.934,24.436,2017,"Chelonia mydas",111.32,9,27.92,38.61
"6501",52.924,24.434,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6502",52.944,24.44,2017,"Chelonia mydas",111.32,9,27.92,38.61
"6503",52.899,24.416,2017,"Chelonia mydas",111.32,9,27.95,38.53
"6504",52.893,24.398,2017,"Chelonia mydas",111.32,13,27.95,38.53
"6505",52.86,24.407,2017,"Chelonia mydas",111.32,9,27.95,38.53
"6506",52.869,24.453,2017,"Chelonia mydas",111.32,7,27.91,38.57
"6507",52.919,24.409,2017,"Chelonia mydas",111.32,7,27.95,38.57
"6508",52.966,24.434,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6509",52.939,24.436,2017,"Chelonia mydas",111.32,9,27.92,38.61
"6510",52.946,24.421,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6511",52.876,24.356,2017,"Chelonia mydas",111.32,7,27.95,38.53
"6512",52.929,24.438,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6513",52.93,24.44,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6514",52.898,24.413,2017,"Chelonia mydas",111.32,9,27.95,38.53
"6515",52.858,24.406,2017,"Chelonia mydas",111.32,6,27.95,38.53
"6516",52.85,24.417,2017,"Chelonia mydas",111.32,6,27.91,38.57
"6517",52.867,24.417,2017,"Chelonia mydas",111.32,8,27.91,38.57
"6518",52.871,24.394,2017,"Chelonia mydas",111.32,9,27.95,38.53
"6519",52.857,24.412,2017,"Chelonia mydas",111.32,5,27.95,38.53
"6520",52.906,24.421,2017,"Chelonia mydas",111.32,7,27.91,38.57
"6521",52.874,24.411,2017,"Chelonia mydas",111.32,8,27.95,38.53
"6522",52.865,24.409,2017,"Chelonia mydas",111.32,10,27.95,38.53
"6523",52.877,24.417,2017,"Chelonia mydas",111.32,7,27.91,38.57
"6524",52.886,24.409,2017,"Chelonia mydas",111.32,9,27.95,38.53
"6525",52.949,24.402,2017,"Chelonia mydas",111.32,9,27.95,38.57
"6526",52.905,24.431,2017,"Chelonia mydas",111.32,8,27.91,38.57
"6527",52.934,24.442,2017,"Chelonia mydas",111.32,11,27.92,38.61
"6528",52.886,24.443,2017,"Chelonia mydas",111.32,7,27.91,38.57
"6529",52.939,24.434,2017,"Chelonia mydas",111.32,9,27.92,38.61
"6530",52.915,24.454,2017,"Chelonia mydas",111.32,9,27.91,38.57
"6531",52.902,24.439,2017,"Chelonia mydas",111.32,8,27.91,38.57
"6532",52.89,24.44,2017,"Chelonia mydas",111.32,6,27.91,38.57
"6533",52.993,24.434,2017,"Chelonia mydas",111.32,8,27.92,38.61
"6534",52.987,24.457,2017,"Chelonia mydas",111.32,10,27.92,38.61
"6535",52.988,24.489,2017,"Chelonia mydas",111.32,6,27.92,38.61
"6536",53.048,24.55,2017,"Chelonia mydas",111.32,3,27.93,38.65
"6537",53.298,24.477,2017,"Chelonia mydas",111.32,8,28.02,38.71
"6538",53.432,24.447,2017,"Chelonia mydas",111.32,11,28.02,38.76
"6539",53.804,24.383,2017,"Chelonia mydas",111.32,4,28.04,38.81
"6540",54.061,24.359,2017,"Chelonia mydas",111.32,5,28.02,38.85
"6541",54.231,24.501,2017,"Chelonia mydas",111.32,11,28.09,38.91
"6542",54.236,24.533,2017,"Chelonia mydas",111.32,9,28.09,38.91
"6543",54.418,24.67,2017,"Chelonia mydas",111.32,10,28.12,38.95
"6544",54.799,24.973,2017,"Chelonia mydas",111.32,10,28.22,38.99
"6545",54.918,25.071,2017,"Chelonia mydas",111.32,12,28.24,38.98
"6546",55.107,25.264,2017,"Chelonia mydas",111.32,17,28.25,38.98
"6547",55.206,25.361,2017,"Chelonia mydas",111.32,21,28.25,38.95
"6548",55.43,25.594,2017,"Chelonia mydas",111.32,20,28.22,38.82
"6549",55.528,25.661,2017,"Chelonia mydas",111.32,19,28.22,38.82
"6550",55.808,25.848,2017,"Chelonia mydas",111.32,20,28.13,38.48
"6551",55.902,25.92,2017,"Chelonia mydas",111.32,23,28.1,38.3
"6552",55.917,25.931,2017,"Chelonia mydas",111.32,23,28.09,38.31
"6553",56.195,26.236,2017,"Chelonia mydas",111.32,-36,27.92,37.35
"6554",56.395,26.384,2017,"Chelonia mydas",111.32,50,27.72,37.01
"6555",56.557,26.337,2017,"Chelonia mydas",111.32,103,27.98,36.9
"6556",56.436,26.233,2017,"Chelonia mydas",111.32,-19,28.03,36.84
"6557",56.438,26.242,2017,"Chelonia mydas",111.32,51,28.03,36.84
"6558",56.498,25.824,2017,"Chelonia mydas",111.32,64,28.3,36.87
"6559",56.383,25.695,2017,"Chelonia mydas",111.32,2,28.34,37.01
"6560",56.328,25.596,2017,"Chelonia mydas",111.32,-72,28.36,36.86
"6561",56.361,25.093,2017,"Chelonia mydas",111.32,4,28.5,36.84
"6562",56.451,24.907,2017,"Chelonia mydas",111.32,13,28.5,36.84
"6563",56.557,24.61,2017,"Chelonia mydas",111.32,16,28.49,36.83
"6564",56.594,24.557,2017,"Chelonia mydas",111.32,4,28.5,36.83
"6565",56.776,24.376,2017,"Chelonia mydas",111.32,3,28.51,36.83
"6566",56.85,24.337,2017,"Chelonia mydas",111.32,16,28.53,36.83
"6567",57.01,24.122,2017,"Chelonia mydas",111.32,6,28.48,36.82
"6568",57.163,24.06,2017,"Chelonia mydas",111.32,44,28.47,36.82
"6569",57.629,23.837,2017,"Chelonia mydas",111.32,16,28.33,36.84
"6570",57.917,23.823,2017,"Chelonia mydas",111.32,28,28.24,36.84
"6571",58.349,23.653,2017,"Chelonia mydas",111.32,25,28.13,36.82
"6572",58.518,23.661,2017,"Chelonia mydas",111.32,23,28.09,36.81
"6573",58.613,23.714,2017,"Chelonia mydas",111.32,827,28.09,36.8
"6574",58.225,23.713,2017,"Chelonia mydas",111.32,26,28.15,36.83
"6575",58.398,23.66,2017,"Chelonia mydas",111.32,33,28.13,36.82
"6576",58.41,23.613,2017,"Chelonia mydas",111.32,7,28.13,36.82
"6577",58.466,23.651,2017,"Chelonia mydas",111.32,25,28.1,36.81
"6578",58.461,23.663,2017,"Chelonia mydas",111.32,30,28.1,36.81
"6579",58.474,23.648,2017,"Chelonia mydas",111.32,20,28.1,36.81
"6580",58.441,23.654,2017,"Chelonia mydas",111.32,25,28.1,36.81
"6581",53.138,24.363,2018,"Chelonia mydas",111.32,7,28.01,38.64
"6582",53.198,24.37,2018,"Chelonia mydas",111.32,2,28,38.67
"6583",53.197,24.372,2018,"Chelonia mydas",111.32,2,28,38.67
"6584",53.219,24.375,2018,"Chelonia mydas",111.32,2,28,38.67
"6585",53.209,24.371,2018,"Chelonia mydas",111.32,2,28,38.67
"6586",53.225,24.345,2018,"Chelonia mydas",111.32,2,28,38.67
"6587",53.201,24.363,2018,"Chelonia mydas",111.32,3,28,38.67
"6588",53.199,24.372,2018,"Chelonia mydas",111.32,2,28,38.67
"6589",53.207,24.37,2018,"Chelonia mydas",111.32,3,28,38.67
"6590",53.201,24.372,2018,"Chelonia mydas",111.32,3,28,38.67
"6591",53.22,24.375,2018,"Chelonia mydas",111.32,2,28,38.67
"6592",53.223,24.378,2018,"Chelonia mydas",111.32,2,28,38.67
"6593",53.251,24.377,2018,"Chelonia mydas",111.32,4,28.01,38.68
"6594",53.299,24.391,2018,"Chelonia mydas",111.32,7,28.01,38.68
"6595",53.368,24.371,2018,"Chelonia mydas",111.32,2,28.05,38.72
"6596",53.495,24.431,2018,"Chelonia mydas",111.32,14,28.02,38.76
"6597",53.61,24.227,2018,"Chelonia mydas",111.32,3,28,38.76
"6598",53.864,24.315,2018,"Chelonia mydas",111.32,10,28.02,38.82
"6599",53.957,24.361,2018,"Chelonia mydas",111.32,4,28.03,38.85
"6600",54.095,24.386,2018,"Chelonia mydas",111.32,4,28.03,38.87
"6601",54.19,24.462,2018,"Chelonia mydas",111.32,10,28.03,38.9
"6602",54.311,24.59,2018,"Chelonia mydas",111.32,11,28.11,38.92
"6603",54.433,24.727,2018,"Chelonia mydas",111.32,11,28.12,38.95
"6604",54.482,24.898,2018,"Chelonia mydas",111.32,17,28.19,38.94
"6605",54.703,25.054,2018,"Chelonia mydas",111.32,21,28.25,38.97
"6606",54.843,25.125,2018,"Chelonia mydas",111.32,18,28.26,38.97
"6607",55.013,25.346,2018,"Chelonia mydas",111.32,20,28.28,38.93
"6608",56.5,26.078,2018,"Chelonia mydas",111.32,73,28.2,36.87
"6609",56.476,26.14,2018,"Chelonia mydas",111.32,21,28.09,36.87
"6610",56.477,26.193,2018,"Chelonia mydas",111.32,-166,28.03,36.84
"6611",56.494,26.292,2018,"Chelonia mydas",111.32,74,27.92,36.85
"6612",56.491,26.334,2018,"Chelonia mydas",111.32,-1,27.91,36.9
"6613",56.476,26.394,2018,"Chelonia mydas",111.32,104,27.91,36.9
"6614",55.883,26.327,2018,"Chelonia mydas",111.32,73,27.85,37.67
"6615",52.975,24.593,2019,"Chelonia mydas",111.32,7,27.89,38.66
"6616",53.048,24.554,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6617",53.043,24.537,2019,"Chelonia mydas",111.32,4,27.93,38.65
"6618",52.99,24.438,2019,"Chelonia mydas",111.32,8,27.92,38.61
"6619",53.049,24.52,2019,"Chelonia mydas",111.32,8,27.93,38.65
"6620",53.046,24.519,2019,"Chelonia mydas",111.32,8,27.93,38.65
"6621",52.987,24.475,2019,"Chelonia mydas",111.32,7,27.92,38.61
"6622",52.973,24.704,2017,"Chelonia mydas",111.32,13,27.86,38.67
"6623",53.037,24.676,2017,"Chelonia mydas",111.32,11,27.91,38.69
"6624",52.976,24.655,2017,"Chelonia mydas",111.32,11,27.89,38.66
"6625",52.994,24.675,2017,"Chelonia mydas",111.32,12,27.86,38.67
"6626",52.932,24.743,2017,"Chelonia mydas",111.32,16,27.86,38.67
"6627",52.954,24.625,2017,"Chelonia mydas",111.32,10,27.89,38.66
"6628",52.96,24.645,2017,"Chelonia mydas",111.32,11,27.89,38.66
"6629",52.964,24.658,2017,"Chelonia mydas",111.32,12,27.89,38.66
"6630",52.965,24.63,2017,"Chelonia mydas",111.32,10,27.89,38.66
"6631",52.998,24.642,2017,"Chelonia mydas",111.32,9,27.89,38.66
"6632",52.968,24.64,2017,"Chelonia mydas",111.32,9,27.89,38.66
"6633",53.044,24.662,2017,"Chelonia mydas",111.32,7,27.91,38.67
"6634",53.06,24.75,2017,"Chelonia mydas",111.32,12,27.91,38.69
"6635",52.938,24.649,2017,"Chelonia mydas",111.32,12,27.89,38.66
"6636",52.948,24.622,2017,"Chelonia mydas",111.32,11,27.89,38.66
"6637",53.148,24.582,2017,"Chelonia mydas",111.32,2,27.94,38.67
"6638",53.051,24.628,2017,"Chelonia mydas",111.32,2,27.91,38.67
"6639",53.044,24.664,2017,"Chelonia mydas",111.32,7,27.91,38.67
"6640",53.026,24.756,2017,"Chelonia mydas",111.32,13,27.87,38.69
"6641",53.041,24.647,2017,"Chelonia mydas",111.32,2,27.91,38.67
"6642",53.022,24.638,2017,"Chelonia mydas",111.32,6,27.91,38.67
"6643",53.011,24.629,2017,"Chelonia mydas",111.32,6,27.91,38.67
"6644",52.984,24.64,2017,"Chelonia mydas",111.32,9,27.89,38.66
"6645",53.027,24.638,2017,"Chelonia mydas",111.32,3,27.91,38.67
"6646",53.064,24.629,2017,"Chelonia mydas",111.32,2,27.91,38.67
"6647",59.743,22.498,2018,"Chelonia mydas",111.32,2,NA,NA
"6648",59.742,22.497,2018,"Chelonia mydas",111.32,2,NA,NA
"6649",59.743,22.478,2018,"Chelonia mydas",111.32,-1,NA,NA
"6650",59.748,22.478,2018,"Chelonia mydas",111.32,-1,NA,NA
"6651",59.747,22.489,2018,"Chelonia mydas",111.32,2,NA,NA
"6652",59.754,22.474,2018,"Chelonia mydas",111.32,-4,NA,NA
"6653",59.748,22.493,2018,"Chelonia mydas",111.32,2,NA,NA
"6654",59.745,22.481,2018,"Chelonia mydas",111.32,-1,NA,NA
"6655",59.813,22.501,2018,"Chelonia mydas",111.32,10,26.95,36.64
"6656",59.865,22.564,2018,"Chelonia mydas",111.32,625,26.89,36.63
"6657",59.803,22.52,2018,"Chelonia mydas",111.32,10,26.95,36.64
"6658",59.808,22.525,2018,"Chelonia mydas",111.32,10,26.95,36.64
"6659",59.808,22.523,2018,"Chelonia mydas",111.32,10,26.95,36.64
"6660",59.757,22.492,2018,"Chelonia mydas",111.32,-7,NA,NA
"6661",59.814,22.508,2018,"Chelonia mydas",111.32,10,26.95,36.64
"6662",59.731,22.509,2018,"Chelonia mydas",111.32,2,27.08,36.67
"6663",59.673,22.549,2018,"Chelonia mydas",111.32,-35,27.08,36.67
"6664",59.64,22.572,2018,"Chelonia mydas",111.32,22,27.19,36.67
"6665",59.553,22.608,2018,"Chelonia mydas",111.32,285,27.27,36.71
"6666",59.097,23.007,2018,"Chelonia mydas",111.32,-39,27.92,36.75
"6667",59.096,23.033,2018,"Chelonia mydas",111.32,15,27.92,36.75
"6668",59.098,23.047,2018,"Chelonia mydas",111.32,36,27.92,36.75
"6669",58.826,23.409,2018,"Chelonia mydas",111.32,9,NA,NA
"6670",58.676,23.602,2018,"Chelonia mydas",111.32,259,28.07,36.79
"6671",58.607,23.653,2018,"Chelonia mydas",111.32,69,28.08,36.8
"6672",58.304,23.778,2018,"Chelonia mydas",111.32,62,28.18,36.82
"6673",58.066,23.933,2018,"Chelonia mydas",111.32,223,28.26,36.82
"6674",57.802,23.945,2018,"Chelonia mydas",111.32,185,28.32,36.83
"6675",57.119,24.121,2018,"Chelonia mydas",111.32,48,28.49,36.82
"6676",56.629,24.594,2018,"Chelonia mydas",111.32,39,28.48,36.83
"6677",56.56,24.635,2018,"Chelonia mydas",111.32,70,28.49,36.83
"6678",56.567,24.993,2018,"Chelonia mydas",111.32,127,28.51,36.84
"6679",56.397,25.215,2018,"Chelonia mydas",111.32,34,28.5,36.84
"6680",56.39,25.505,2018,"Chelonia mydas",111.32,29,28.4,36.85
"6681",56.338,25.752,2018,"Chelonia mydas",111.32,78,28.26,37.03
"6682",56.42,25.981,2018,"Chelonia mydas",111.32,69,28.23,36.87
"6683",53.037,24.634,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6684",53.053,24.642,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6685",53.057,24.637,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6686",53.05,24.637,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6687",53.051,24.634,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6688",53.041,24.643,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6689",53.045,24.639,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6690",53.048,24.645,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6691",53.051,24.621,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6692",53.177,24.65,2019,"Chelonia mydas",111.32,10,27.96,38.73
"6693",53.067,24.635,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6694",53.055,24.647,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6695",53.041,24.651,2019,"Chelonia mydas",111.32,6,27.91,38.67
"6696",53.066,24.677,2019,"Chelonia mydas",111.32,8,27.91,38.69
"6697",53.052,24.641,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6698",53.08,24.669,2019,"Chelonia mydas",111.32,6,27.91,38.69
"6699",53.07,24.667,2019,"Chelonia mydas",111.32,7,27.91,38.69
"6700",53.078,24.668,2019,"Chelonia mydas",111.32,6,27.91,38.69
"6701",53.077,24.677,2019,"Chelonia mydas",111.32,5,27.91,38.69
"6702",53.112,24.638,2019,"Chelonia mydas",111.32,2,27.93,38.71
"6703",53.042,24.637,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6704",53.028,24.644,2019,"Chelonia mydas",111.32,4,27.91,38.67
"6705",53.042,24.571,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6706",53.053,24.577,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6707",53.052,24.577,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6708",53.056,24.575,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6709",53.054,24.576,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6710",51.701,25.851,2019,"Chelonia mydas",111.32,13,27.21,38.26
"6711",51.676,25.704,2019,"Chelonia mydas",111.32,6,27.21,38.26
"6712",51.67,25.703,2019,"Chelonia mydas",111.32,7,27.21,38.26
"6713",51.658,25.575,2019,"Chelonia mydas",111.32,4,27.21,38.29
"6714",51.658,25.549,2019,"Chelonia mydas",111.32,3,27.21,38.29
"6715",51.658,25.537,2019,"Chelonia mydas",111.32,3,27.21,38.29
"6716",53.164,24.563,2019,"Chelonia mydas",111.32,10,27.94,38.67
"6717",53.07,24.553,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6718",53.048,24.57,2019,"Chelonia mydas",111.32,2,27.93,38.65
"6719",53.029,24.588,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6720",53.028,24.638,2019,"Chelonia mydas",111.32,3,27.91,38.67
"6721",53.042,24.644,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6722",53.027,24.617,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6723",53.083,24.585,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6724",53.253,24.607,2019,"Chelonia mydas",111.32,8,27.98,38.74
"6725",53,24.506,2019,"Chelonia mydas",111.32,7,27.93,38.65
"6726",52.989,24.5,2019,"Chelonia mydas",111.32,8,27.92,38.61
"6727",53.007,24.454,2019,"Chelonia mydas",111.32,9,27.96,38.64
"6728",53.025,24.462,2019,"Chelonia mydas",111.32,9,27.96,38.64
"6729",53.074,24.488,2019,"Chelonia mydas",111.32,9,27.96,38.64
"6730",52.997,24.476,2019,"Chelonia mydas",111.32,6,27.92,38.61
"6731",52.996,24.477,2019,"Chelonia mydas",111.32,6,27.92,38.61
"6732",53.012,24.501,2019,"Chelonia mydas",111.32,6,27.93,38.65
"6733",53.038,24.524,2019,"Chelonia mydas",111.32,5,27.93,38.65
"6734",53.011,24.609,2019,"Chelonia mydas",111.32,5,27.91,38.67
"6735",53.031,24.632,2019,"Chelonia mydas",111.32,3,27.91,38.67
"6736",53.064,24.652,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6737",53.053,24.645,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6738",53.029,24.646,2019,"Chelonia mydas",111.32,4,27.91,38.67
"6739",53.037,24.629,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6740",53.026,24.631,2019,"Chelonia mydas",111.32,3,27.91,38.67
"6741",53.045,24.637,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6742",53.02,24.643,2019,"Chelonia mydas",111.32,9,27.91,38.67
"6743",53.026,24.59,2019,"Chelonia mydas",111.32,2,27.91,38.67
"6744",53.015,24.605,2019,"Chelonia mydas",111.32,3,27.91,38.67
"6745",53,24.644,2019,"Chelonia mydas",111.32,9,27.91,38.67
"6746",53.042,24.768,2019,"Chelonia mydas",111.32,11,27.87,38.69
"6747",53.065,24.823,2019,"Chelonia mydas",111.32,13,27.87,38.69
"6748",53.201,24.794,2019,"Chelonia mydas",111.32,14,27.9,38.73
"6749",53.3,24.793,2019,"Chelonia mydas",111.32,16,27.96,38.74
"6750",53.325,24.933,2019,"Chelonia mydas",111.32,19,27.95,38.7
"6751",53.408,24.982,2019,"Chelonia mydas",111.32,18,27.97,38.7
"6752",53.438,25.092,2019,"Chelonia mydas",111.32,24,28,38.65
"6753",53.363,25.118,2019,"Chelonia mydas",111.32,22,27.96,38.64
"6754",53.373,25.212,2019,"Chelonia mydas",111.32,21,27.95,38.61
"6755",53.375,25.181,2019,"Chelonia mydas",111.32,23,27.95,38.61
"6756",53.349,25.187,2019,"Chelonia mydas",111.32,16,27.95,38.61
"6757",53.408,25.194,2019,"Chelonia mydas",111.32,25,27.95,38.61
"6758",53.407,25.241,2019,"Chelonia mydas",111.32,21,27.95,38.61
"6759",53.405,25.257,2019,"Chelonia mydas",111.32,23,27.95,38.6
"6760",53.463,25.07,2019,"Chelonia mydas",111.32,25,27.98,38.69
"6761",53.429,24.925,2019,"Chelonia mydas",111.32,20,27.99,38.71
