"","decimallongitude","decimallatitude","date_year","scientificname","coordinateuncertaintyinmeters","bathymetry","sst","sss"
"2247",53.053,24.622,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2248",53.049,24.642,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2249",53.011,24.614,2016,"Chelonia mydas",111.32,5,27.91,38.67
"2250",52.999,24.629,2016,"Chelonia mydas",111.32,8,27.89,38.66
"2251",53.033,24.635,2016,"Chelonia mydas",111.32,3,27.91,38.67
"2252",53.062,24.629,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2253",53.094,24.633,2016,"Chelonia mydas",111.32,2,27.93,38.71
"2254",53.048,24.636,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2255",53.036,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2256",53.053,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2257",53.053,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2258",53.02,24.664,2016,"Chelonia mydas",111.32,11,27.91,38.67
"2259",53.02,24.664,2016,"Chelonia mydas",111.32,11,27.91,38.67
"2260",53.038,24.663,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2261",53.038,24.663,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2262",53.052,24.723,2016,"Chelonia mydas",111.32,14,27.91,38.69
"2263",53.052,24.723,2016,"Chelonia mydas",111.32,14,27.91,38.69
"2264",53.167,24.736,2016,"Chelonia mydas",111.32,12,27.93,38.73
"2265",53.167,24.736,2016,"Chelonia mydas",111.32,12,27.93,38.73
"2266",55.864,25.735,2016,"Chelonia mydas",111.32,2,NA,NA
"2267",55.85,25.769,2016,"Chelonia mydas",111.32,5,28.13,38.64
"2268",55.855,25.737,2016,"Chelonia mydas",111.32,2,NA,NA
"2269",55.85,25.733,2016,"Chelonia mydas",111.32,2,NA,NA
"2270",55.855,25.731,2016,"Chelonia mydas",111.32,2,NA,NA
"2271",55.82,25.737,2016,"Chelonia mydas",111.32,4,28.19,38.72
"2272",55.9,25.779,2016,"Chelonia mydas",111.32,3,28.13,38.64
"2273",55.846,25.744,2016,"Chelonia mydas",111.32,4,NA,NA
"2274",55.826,25.748,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2275",55.82,25.776,2016,"Chelonia mydas",111.32,5,28.14,38.7
"2276",55.839,25.759,2016,"Chelonia mydas",111.32,6,28.13,38.64
"2277",55.849,25.744,2016,"Chelonia mydas",111.32,4,NA,NA
"2278",55.865,25.746,2016,"Chelonia mydas",111.32,4,NA,NA
"2279",55.845,25.746,2016,"Chelonia mydas",111.32,4,NA,NA
"2280",55.848,25.735,2016,"Chelonia mydas",111.32,3,NA,NA
"2281",55.841,25.737,2016,"Chelonia mydas",111.32,3,NA,NA
"2282",55.829,25.744,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2283",55.827,25.734,2016,"Chelonia mydas",111.32,3,28.19,38.72
"2284",55.84,25.732,2016,"Chelonia mydas",111.32,2,NA,NA
"2285",53.07,24.599,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2286",53.057,24.597,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2287",53.063,24.586,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2288",53.077,24.555,2016,"Chelonia mydas",111.32,2,27.93,38.65
"2289",53.054,24.571,2016,"Chelonia mydas",111.32,2,27.93,38.65
"2290",53.078,24.619,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2291",53.018,24.675,2016,"Chelonia mydas",111.32,11,27.91,38.69
"2292",53.005,24.62,2016,"Chelonia mydas",111.32,7,27.91,38.67
"2293",53.005,24.633,2016,"Chelonia mydas",111.32,7,27.91,38.67
"2294",53.016,24.637,2016,"Chelonia mydas",111.32,8,27.91,38.67
"2295",53.047,24.606,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2296",53.026,24.616,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2297",53.091,24.719,2016,"Chelonia mydas",111.32,11,27.92,38.71
"2298",53.111,24.576,2016,"Chelonia mydas",111.32,2,27.94,38.67
"2299",53.124,24.669,2016,"Chelonia mydas",111.32,9,27.92,38.71
"2300",53.029,24.638,2016,"Chelonia mydas",111.32,3,27.91,38.67
"2301",52.935,24.673,2016,"Chelonia mydas",111.32,11,27.86,38.67
"2302",52.968,24.64,2016,"Chelonia mydas",111.32,9,27.89,38.66
"2303",52.966,24.667,2016,"Chelonia mydas",111.32,13,27.86,38.67
"2304",53.064,24.646,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2305",53.07,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2306",53.018,24.649,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2307",53.057,24.614,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2308",53.111,24.645,2016,"Chelonia mydas",111.32,3,27.93,38.71
"2309",53.03,24.634,2016,"Chelonia mydas",111.32,3,27.91,38.67
"2310",53.153,24.661,2016,"Chelonia mydas",111.32,10,27.93,38.71
"2311",52.963,24.642,2016,"Chelonia mydas",111.32,11,27.89,38.66
"2312",52.961,24.635,2016,"Chelonia mydas",111.32,10,27.89,38.66
"2313",53.084,24.59,2016,"Chelonia mydas",111.32,2,27.93,38.71
"2314",53.034,24.608,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2315",52.949,24.6,2016,"Chelonia mydas",111.32,9,27.89,38.66
"2316",52.936,24.515,2016,"Chelonia mydas",111.32,11,27.89,38.64
"2317",52.87,24.512,2016,"Chelonia mydas",111.32,9,27.88,38.59
"2318",53.009,24.639,2016,"Chelonia mydas",111.32,8,27.91,38.67
"2319",55.709,25.794,2017,"Chelonia mydas",111.32,24,28.15,38.7
"2320",55.007,25.652,2017,"Chelonia mydas",111.32,34,28.27,38.74
"2321",55.37,25.592,2017,"Chelonia mydas",111.32,24,28.23,38.84
"2322",55.284,25.575,2017,"Chelonia mydas",111.32,25,28.23,38.91
"2323",55.092,25.437,2017,"Chelonia mydas",111.32,18,28.26,38.89
"2324",55.105,25.395,2017,"Chelonia mydas",111.32,16,28.26,38.95
"2325",55.023,25.322,2017,"Chelonia mydas",111.32,21,28.26,38.97
"2326",54.99,25.108,2017,"Chelonia mydas",111.32,11,28.25,38.97
"2327",54.793,25.05,2017,"Chelonia mydas",111.32,16,28.25,38.98
"2328",54.668,24.829,2017,"Chelonia mydas",111.32,5,28.2,38.97
"2329",54.527,24.739,2017,"Chelonia mydas",111.32,7,28.13,38.98
"2330",54.54,24.654,2017,"Chelonia mydas",111.32,8,28.11,38.97
"2331",54.53,24.663,2017,"Chelonia mydas",111.32,3,28.11,38.97
"2332",54.498,24.585,2017,"Chelonia mydas",111.32,2,28.11,38.94
"2333",54.405,24.584,2017,"Chelonia mydas",111.32,6,28.14,38.93
"2334",54.088,24.544,2017,"Chelonia mydas",111.32,14,28.09,38.88
"2335",53.97,24.349,2017,"Chelonia mydas",111.32,5,28.03,38.85
"2336",53.833,24.32,2017,"Chelonia mydas",111.32,9,28.01,38.8
"2337",53.92,24.3,2017,"Chelonia mydas",111.32,6,28.01,38.83
"2338",53.669,24.291,2017,"Chelonia mydas",111.32,7,28.03,38.79
"2339",53.591,24.177,2017,"Chelonia mydas",111.32,2,28,38.76
"2340",53.813,24.104,2017,"Chelonia mydas",111.32,36,27.96,38.8
"2341",53.567,24.084,2017,"Chelonia mydas",111.32,7,27.99,38.75
"2342",53.515,24.119,2017,"Chelonia mydas",111.32,4,27.99,38.75
"2343",53.483,24.124,2017,"Chelonia mydas",111.32,2,28,38.7
"2344",62.71,22.46,2018,"Chelonia mydas",111.32,3301,26.98,36.5
"2345",62.589,22.554,2018,"Chelonia mydas",111.32,3022,26.99,36.5
"2346",62.19,22.791,2018,"Chelonia mydas",111.32,2881,26.97,36.51
"2347",62.038,22.889,2018,"Chelonia mydas",111.32,3031,26.95,36.51
"2348",61.57,23.114,2018,"Chelonia mydas",111.32,3346,26.93,36.54
"2349",61.346,23.092,2018,"Chelonia mydas",111.32,3351,26.92,36.55
"2350",60.882,23.121,2018,"Chelonia mydas",111.32,3319,26.96,36.59
"2351",60.845,23.083,2018,"Chelonia mydas",111.32,3294,26.95,36.58
"2352",60.791,22.971,2018,"Chelonia mydas",111.32,3294,26.89,36.58
"2353",60.058,23.256,2018,"Chelonia mydas",111.32,3335,27.39,36.69
"2354",59.865,22.971,2018,"Chelonia mydas",111.32,2763,27.31,36.7
"2355",59.838,22.483,2018,"Chelonia mydas",111.32,28,26.66,36.6
"2356",60.615,22.891,2018,"Chelonia mydas",111.32,3235,26.91,36.59
"2357",60.201,22.712,2018,"Chelonia mydas",111.32,3026,26.89,36.62
"2358",59.794,22.487,2018,"Chelonia mydas",111.32,-30,NA,NA
"2359",59.808,22.501,2018,"Chelonia mydas",111.32,-3,26.95,36.64
"2360",59.818,22.484,2018,"Chelonia mydas",111.32,-3,NA,NA
"2361",59.802,22.479,2018,"Chelonia mydas",111.32,-41,NA,NA
"2362",59.821,22.491,2018,"Chelonia mydas",111.32,-3,NA,NA
"2363",59.818,22.492,2018,"Chelonia mydas",111.32,10,NA,NA
"2364",59.849,22.442,2018,"Chelonia mydas",111.32,25,26.66,36.6
"2365",59.796,22.488,2018,"Chelonia mydas",111.32,-30,NA,NA
"2366",59.813,22.517,2018,"Chelonia mydas",111.32,2,26.95,36.64
"2367",59.825,22.531,2018,"Chelonia mydas",111.32,66,26.95,36.64
"2368",59.803,22.516,2018,"Chelonia mydas",111.32,7,26.95,36.64
"2369",59.884,22.41,2018,"Chelonia mydas",111.32,440,26.48,36.59
"2370",59.994,22.299,2018,"Chelonia mydas",111.32,1920,26.51,36.52
"2371",53.105,24.535,2018,"Chelonia mydas",111.32,2,27.94,38.67
"2372",53.1,24.545,2018,"Chelonia mydas",111.32,3,27.94,38.67
"2373",53.091,24.541,2018,"Chelonia mydas",111.32,2,27.94,38.67
"2374",53.089,24.523,2018,"Chelonia mydas",111.32,5,27.94,38.67
"2375",53.106,24.528,2018,"Chelonia mydas",111.32,4,27.94,38.67
"2376",53.113,24.536,2018,"Chelonia mydas",111.32,6,27.94,38.67
"2377",53.088,24.531,2018,"Chelonia mydas",111.32,3,27.94,38.67
"2378",53.1,24.541,2018,"Chelonia mydas",111.32,2,27.94,38.67
"2379",60.231,22.24,2018,"Chelonia mydas",111.32,2611,26.5,36.5
"2380",59.965,22.32,2018,"Chelonia mydas",111.32,1630,26.51,36.52
"2381",59.828,22.481,2018,"Chelonia mydas",111.32,12,NA,NA
"2382",59.833,22.435,2018,"Chelonia mydas",111.32,-18,NA,NA
"2383",59.731,22.138,2018,"Chelonia mydas",111.32,-5,26.24,36.45
"2384",59.369,21.489,2018,"Chelonia mydas",111.32,7,25.79,36.2
"2385",59.331,21.424,2018,"Chelonia mydas",111.32,9,NA,NA
"2386",59.332,21.321,2018,"Chelonia mydas",111.32,37,25.79,36.08
"2387",58.85,21.06,2018,"Chelonia mydas",111.32,-1,25.77,35.93
"2388",58.664,20.277,2018,"Chelonia mydas",111.32,-35,25.96,36.03
"2389",58.3,20.312,2018,"Chelonia mydas",111.32,5,25.98,35.99
"2390",57.963,20.317,2018,"Chelonia mydas",111.32,-1,25.86,35.94
"2391",58.069,20.356,2018,"Chelonia mydas",111.32,16,25.99,35.98
"2392",58.137,20.345,2018,"Chelonia mydas",111.32,13,25.87,35.99
"2393",58.522,20.359,2018,"Chelonia mydas",111.32,10,26.01,35.94
"2394",58.687,20.489,2018,"Chelonia mydas",111.32,5,26.02,35.99
"2395",59.037,20.803,2018,"Chelonia mydas",111.32,59,25.87,36
"2396",59.557,21.534,2018,"Chelonia mydas",111.32,25,25.95,36.21
"2397",59.544,21.55,2018,"Chelonia mydas",111.32,33,25.95,36.21
"2398",59.837,22.522,2018,"Chelonia mydas",111.32,60,26.89,36.63
"2399",59.857,22.527,2018,"Chelonia mydas",111.32,108,26.89,36.63
"2400",59.686,22.572,2018,"Chelonia mydas",111.32,45,27.08,36.67
"2401",59.642,22.58,2018,"Chelonia mydas",111.32,43,27.19,36.67
"2402",59.604,22.569,2018,"Chelonia mydas",111.32,11,27.19,36.67
"2403",59.624,22.563,2018,"Chelonia mydas",111.32,-1,27.19,36.67
"2404",60.188,22.394,2018,"Chelonia mydas",111.32,2525,26.62,36.54
"2405",59.821,22.499,2018,"Chelonia mydas",111.32,10,NA,NA
"2406",59.788,22.526,2018,"Chelonia mydas",111.32,-3,26.95,36.64
"2407",60.025,22.433,2018,"Chelonia mydas",111.32,2314,26.62,36.59
"2408",59.823,22.51,2018,"Chelonia mydas",111.32,19,26.95,36.64
"2409",59.627,22.574,2018,"Chelonia mydas",111.32,21,27.19,36.67
"2410",60.028,22.539,2018,"Chelonia mydas",111.32,1887,26.8,36.61
"2411",60.017,22.496,2018,"Chelonia mydas",111.32,1798,26.62,36.59
"2412",59.831,22.526,2018,"Chelonia mydas",111.32,66,26.95,36.64
"2413",59.769,22.5,2018,"Chelonia mydas",111.32,-44,NA,NA
"2414",59.857,22.484,2018,"Chelonia mydas",111.32,60,26.66,36.6
"2415",59.809,22.449,2018,"Chelonia mydas",111.32,-69,NA,NA
"2416",59.779,22.472,2018,"Chelonia mydas",111.32,-6,NA,NA
"2417",59.804,22.481,2018,"Chelonia mydas",111.32,-41,NA,NA
"2418",59.83,22.487,2018,"Chelonia mydas",111.32,16,NA,NA
"2419",59.819,22.49,2018,"Chelonia mydas",111.32,-3,NA,NA
"2420",59.813,22.497,2018,"Chelonia mydas",111.32,-5,NA,NA
"2421",59.817,22.494,2018,"Chelonia mydas",111.32,10,NA,NA
"2422",59.806,22.49,2018,"Chelonia mydas",111.32,-27,NA,NA
"2423",59.802,22.498,2018,"Chelonia mydas",111.32,-11,NA,NA
"2424",59.841,22.483,2018,"Chelonia mydas",111.32,28,26.66,36.6
"2425",59.812,22.503,2018,"Chelonia mydas",111.32,10,26.95,36.64
"2426",59.798,22.512,2018,"Chelonia mydas",111.32,-4,26.95,36.64
"2427",59.779,22.504,2018,"Chelonia mydas",111.32,-27,26.95,36.64
"2428",59.762,22.507,2018,"Chelonia mydas",111.32,-32,26.95,36.64
"2429",59.728,22.521,2018,"Chelonia mydas",111.32,-15,27.08,36.67
"2430",59.85,22.436,2018,"Chelonia mydas",111.32,40,26.66,36.6
"2431",59.874,22.376,2018,"Chelonia mydas",111.32,523,26.48,36.59
"2432",59.808,22.403,2018,"Chelonia mydas",111.32,-124,26.62,36.56
"2433",59.84,22.403,2018,"Chelonia mydas",111.32,112,26.48,36.59
"2434",59.81,22.397,2018,"Chelonia mydas",111.32,-144,26.62,36.56
"2435",59.83,22.297,2019,"Chelonia mydas",111.32,36,26.55,36.53
"2436",59.829,22.279,2019,"Chelonia mydas",111.32,61,26.55,36.53
"2437",59.787,22.149,2019,"Chelonia mydas",111.32,123,26.27,36.45
"2438",59.783,22.148,2019,"Chelonia mydas",111.32,107,26.27,36.45
"2439",59.758,22.306,2019,"Chelonia mydas",111.32,-12,26.55,36.53
"2440",59.821,22.327,2019,"Chelonia mydas",111.32,-12,26.55,36.53
"2441",59.784,22.361,2019,"Chelonia mydas",111.32,-36,26.62,36.56
"2442",59.727,22.121,2019,"Chelonia mydas",111.32,34,26.24,36.45
"2443",59.697,22.066,2019,"Chelonia mydas",111.32,36,26.22,36.42
"2444",59.57,21.817,2019,"Chelonia mydas",111.32,13,25.95,36.34
"2445",59.491,21.71,2019,"Chelonia mydas",111.32,-3,NA,NA
"2446",59.36,21.595,2019,"Chelonia mydas",111.32,-33,NA,NA
"2447",59.187,21.183,2019,"Chelonia mydas",111.32,28,25.75,36.07
"2448",58.88,21,2019,"Chelonia mydas",111.32,23,25.87,35.92
"2449",58.675,20.719,2019,"Chelonia mydas",111.32,-1,26.06,35.78
"2450",58.545,20.457,2019,"Chelonia mydas",111.32,8,26.03,35.94
"2451",58.093,20.295,2019,"Chelonia mydas",111.32,18,25.94,35.98
"2452",58.08,20.305,2019,"Chelonia mydas",111.32,14,25.91,35.95
"2453",57.972,20.338,2019,"Chelonia mydas",111.32,-1,25.93,35.97
"2454",58.499,20.351,2019,"Chelonia mydas",111.32,9,26.04,36
"2455",58.83,20.783,2019,"Chelonia mydas",111.32,157,25.97,35.79
"2456",58.908,20.979,2019,"Chelonia mydas",111.32,42,25.87,35.92
"2457",59.127,21.309,2019,"Chelonia mydas",111.32,52,25.69,36.08
"2458",59.509,21.77,2019,"Chelonia mydas",111.32,5,25.95,36.34
"2459",59.676,22.003,2019,"Chelonia mydas",111.32,9,26.22,36.42
"2460",59.744,22.147,2019,"Chelonia mydas",111.32,38,26.24,36.45
"2461",59.843,22.279,2019,"Chelonia mydas",111.32,37,26.53,36.51
"2462",59.814,22.466,2019,"Chelonia mydas",111.32,-46,NA,NA
"2463",59.649,22.556,2019,"Chelonia mydas",111.32,-28,27.19,36.67
"2464",59.762,22.579,2019,"Chelonia mydas",111.32,538,26.95,36.64
"2465",59.71,22.65,2019,"Chelonia mydas",111.32,1294,27.13,36.7
"2466",59.681,22.731,2019,"Chelonia mydas",111.32,1263,27.23,36.71
"2467",59.658,22.789,2019,"Chelonia mydas",111.32,1428,27.46,36.72
"2468",59.421,22.72,2019,"Chelonia mydas",111.32,628,27.45,36.73
"2469",59.271,22.961,2019,"Chelonia mydas",111.32,951,27.79,36.75
"2470",57.873,24.41,2019,"Chelonia mydas",111.32,2154,28.38,36.81
"2471",57.76,24.155,2019,"Chelonia mydas",111.32,789,28.38,36.82
"2472",56.757,24.575,2019,"Chelonia mydas",111.32,61,28.52,36.83
"2473",56.645,24.568,2019,"Chelonia mydas",111.32,38,28.5,36.83
"2474",56.638,24.896,2019,"Chelonia mydas",111.32,156,28.52,36.83
"2475",56.396,24.923,2019,"Chelonia mydas",111.32,244,28.49,36.84
"2476",56.359,25.555,2019,"Chelonia mydas",111.32,294,28.4,36.85
"2477",53.04,24.595,2017,"Chelonia mydas",111.32,2,27.91,38.67
"2478",53.004,24.581,2017,"Chelonia mydas",111.32,5,27.93,38.65
"2479",53.004,24.613,2017,"Chelonia mydas",111.32,6,27.91,38.67
"2480",53.07,24.697,2017,"Chelonia mydas",111.32,11,27.91,38.69
"2481",53.114,24.704,2017,"Chelonia mydas",111.32,11,27.92,38.71
"2482",53.036,24.689,2017,"Chelonia mydas",111.32,12,27.91,38.69
"2483",52.932,24.68,2017,"Chelonia mydas",111.32,11,27.86,38.67
"2484",52.951,24.649,2017,"Chelonia mydas",111.32,13,27.89,38.66
"2485",52.847,24.633,2017,"Chelonia mydas",111.32,14,27.86,38.64
"2486",53.167,24.832,2018,"Chelonia mydas",111.32,14,27.9,38.73
"2487",53.094,24.838,2018,"Chelonia mydas",111.32,6,27.86,38.7
"2488",53.096,24.892,2018,"Chelonia mydas",111.32,13,27.86,38.7
"2489",53.1,24.869,2018,"Chelonia mydas",111.32,11,27.86,38.7
"2490",53.277,24.866,2018,"Chelonia mydas",111.32,18,27.93,38.72
"2491",53.234,24.863,2018,"Chelonia mydas",111.32,18,27.91,38.72
"2492",53.077,24.856,2018,"Chelonia mydas",111.32,2,27.84,38.69
"2493",53.085,24.854,2018,"Chelonia mydas",111.32,3,27.86,38.7
"2494",53.066,24.842,2018,"Chelonia mydas",111.32,6,27.84,38.69
"2495",53.07,24.845,2018,"Chelonia mydas",111.32,6,27.84,38.69
"2496",53.068,24.863,2018,"Chelonia mydas",111.32,2,27.84,38.69
"2497",53.031,24.851,2018,"Chelonia mydas",111.32,19,27.84,38.69
"2498",53.043,24.844,2018,"Chelonia mydas",111.32,14,27.84,38.69
"2499",53.064,24.842,2018,"Chelonia mydas",111.32,6,27.84,38.69
"2500",57.449,25.66,2018,"Chelonia mydas",111.32,54,28.07,36.72
"2501",57.432,25.656,2018,"Chelonia mydas",111.32,65,28.07,36.72
"2502",57.46,25.556,2018,"Chelonia mydas",111.32,135,28.13,36.72
"2503",58.049,25.581,2018,"Chelonia mydas",111.32,2,27.97,36.65
"2504",58.329,25.547,2018,"Chelonia mydas",111.32,27,27.9,36.64
"2505",58.486,25.524,2018,"Chelonia mydas",111.32,44,27.85,36.63
"2506",59.268,25.413,2018,"Chelonia mydas",111.32,5,27.65,36.66
"2507",59.5,25.281,2018,"Chelonia mydas",111.32,80,27.6,36.66
"2508",60.184,25.145,2018,"Chelonia mydas",111.32,69,27.44,36.69
"2509",60.236,25.198,2018,"Chelonia mydas",111.32,88,27.43,36.69
"2510",60.537,25.236,2018,"Chelonia mydas",111.32,12,27.34,36.7
"2511",60.08,25.326,2018,"Chelonia mydas",111.32,31,27.45,36.67
"2512",60.049,25.344,2018,"Chelonia mydas",111.32,5,27.43,36.68
"2513",60.262,25.321,2018,"Chelonia mydas",111.32,4,27.37,36.69
"2514",60.447,25.241,2018,"Chelonia mydas",111.32,86,27.36,36.7
"2515",63.959,25.331,2018,"Chelonia mydas",111.32,2,26.02,36.6
"2516",63.959,25.327,2018,"Chelonia mydas",111.32,2,26.02,36.6
"2517",65.636,25.283,2018,"Chelonia mydas",111.32,14,26.05,36.4
"2518",69.004,22.47,2018,"Chelonia mydas",111.32,10,26.8,35.11
"2519",69.004,22.467,2018,"Chelonia mydas",111.32,10,26.8,35.11
"2520",68.996,22.451,2018,"Chelonia mydas",111.32,2,26.83,35.13
"2521",68.677,21.967,2018,"Chelonia mydas",111.32,55,27.3,35.74
"2522",68.49,21.941,2018,"Chelonia mydas",111.32,69,27.43,35.96
"2523",67.997,21.976,2018,"Chelonia mydas",111.32,127,27.57,36.28
"2524",67.848,21.945,2018,"Chelonia mydas",111.32,848,27.57,36.31
"2525",67.657,22.028,2018,"Chelonia mydas",111.32,1219,27.54,36.4
"2526",67.1,22.127,2018,"Chelonia mydas",111.32,1763,27.54,36.51
"2527",66.509,22.097,2018,"Chelonia mydas",111.32,2076,27.5,36.6
"2528",66.227,22.014,2018,"Chelonia mydas",111.32,2389,27.48,36.62
"2529",65.711,21.865,2018,"Chelonia mydas",111.32,2835,27.45,36.62
"2530",65.554,21.79,2018,"Chelonia mydas",111.32,2861,27.44,36.62
"2531",65.068,21.733,2018,"Chelonia mydas",111.32,2937,27.41,36.59
"2532",64.847,21.745,2018,"Chelonia mydas",111.32,2967,27.38,36.58
"2533",64.342,21.798,2018,"Chelonia mydas",111.32,3124,27.31,36.55
"2534",64.054,21.817,2018,"Chelonia mydas",111.32,2916,27.25,36.53
"2535",63.562,22.038,2018,"Chelonia mydas",111.32,3106,27.14,36.52
"2536",63.555,22.047,2018,"Chelonia mydas",111.32,3069,27.14,36.52
"2537",63.333,22.045,2018,"Chelonia mydas",111.32,2586,27.09,36.5
"2538",63.043,22.258,2018,"Chelonia mydas",111.32,2114,27.04,36.5
"2539",53.052,24.566,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2540",53.048,24.556,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2541",52.999,24.618,2019,"Chelonia mydas",111.32,8,27.89,38.66
"2542",53.009,24.619,2019,"Chelonia mydas",111.32,5,27.91,38.67
"2543",53.046,24.591,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2544",53.078,24.592,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2545",53.073,24.579,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2546",53.063,24.559,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2547",53.075,24.58,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2548",53.054,24.56,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2549",53.078,24.565,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2550",53.081,24.579,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2551",53.058,24.56,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2552",53.036,24.546,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2553",53.052,24.567,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2554",53.041,24.576,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2555",53.051,24.569,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2556",53.064,24.576,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2557",53.069,24.565,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2558",53.095,24.575,2019,"Chelonia mydas",111.32,2,27.94,38.67
"2559",53.04,24.583,2019,"Chelonia mydas",111.32,2,27.93,38.65
"2560",53.04,24.591,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2561",53.028,24.625,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2562",53.07,24.586,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2563",53.006,24.653,2019,"Chelonia mydas",111.32,10,27.91,38.67
"2564",52.938,24.633,2019,"Chelonia mydas",111.32,12,27.89,38.66
"2565",52.967,24.595,2019,"Chelonia mydas",111.32,8,27.89,38.66
"2566",52.929,24.636,2019,"Chelonia mydas",111.32,11,27.89,38.66
"2567",53.022,24.658,2019,"Chelonia mydas",111.32,9,27.91,38.67
"2568",53.028,24.662,2019,"Chelonia mydas",111.32,10,27.91,38.67
"2569",53.067,24.652,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2570",53.096,24.638,2019,"Chelonia mydas",111.32,2,27.93,38.71
"2571",53.026,24.647,2019,"Chelonia mydas",111.32,4,27.91,38.67
"2572",53.042,24.64,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2573",53.025,24.622,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2574",53.046,24.635,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2575",53.048,24.639,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2576",53.046,24.64,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2577",53.046,24.645,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2578",53.048,24.638,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2579",53.045,24.639,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2580",53.04,24.635,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2581",53.053,24.635,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2582",53.056,24.64,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2583",53.043,24.647,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2584",53.041,24.653,2019,"Chelonia mydas",111.32,6,27.91,38.67
"2585",53.046,24.64,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2586",53.058,24.637,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2587",53.046,24.636,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2588",53.045,24.634,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2589",53.045,24.639,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2590",53.041,24.65,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2591",53.048,24.646,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2592",53.071,24.635,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2593",53.054,24.636,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2594",53.045,24.644,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2595",53.047,24.637,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2596",53.071,24.632,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2597",53.064,24.623,2019,"Chelonia mydas",111.32,2,27.91,38.67
"2598",53.069,24.63,2019,"Chelonia mydas",111.32,2,27.91,38.67
