sci.name,obsv.datetime,lat,lon,life.stage,bathy,SST,SSS,common.name
Caretta caretta,2011-04-12T19:12:41Z,6.40193,59.87883,Juvenile,3051,28.67,35.74,Loggerhead
Chelonia mydas,2018-03-31T06:44:00Z,24.508,53.201,NA,14,27.96,38.71,Green
Chelonia mydas,2019-05-28T12:15:00Z,24.577,53.083,NA,2,27.93,38.65,Green
Caretta caretta,2011-04-11T04:03:19Z,16.05778,54.28696,Juvenile,2736,26.92,36.1,Loggerhead
Caretta caretta,2011-03-24T14:33:23Z,16.52469,53.83602,Juvenile,2030,26.68,36.05,Loggerhead
Chelonia mydas,2018-04-05T23:33:00Z,24.549,53.092,NA,2,27.94,38.67,Green
Chelonia mydas,2017-04-30T13:38:00Z,24.367,52.949,NA,4,27.95,38.57,Green
Chelonia mydas,2016-08-12T03:05:00Z,25.743,55.837,NA,4,NA,NA,Green
Chelonia mydas,2018-03-26T06:48:00Z,24.574,53.044,NA,2,27.93,38.65,Green
Caretta caretta,2012-05-16T13:17:12Z,16.09641,54.71895,Juvenile,2833,26.88,36.1,Loggerhead
Caretta caretta,2011-03-01T14:10:04Z,14.66338,52.48091,Juvenile,2554,27.08,36.04,Loggerhead
Chelonia mydas,2017-05-12T11:51:00Z,24.578,53.015,NA,4,27.93,38.65,Green
Chelonia mydas,2018-04-17T11:59:00Z,24.372,53.199,NA,2,28,38.67,Green
Chelonia mydas,2016-11-20T11:19:00Z,24.056,53.663,NA,22,27.98,38.76,Green
Caretta caretta,2012-05-06T06:48:36Z,15.7829,55.29391,Juvenile,3403,26.92,36.09,Loggerhead
Chelonia mydas,2016-08-17T23:20:00Z,24.627,53.04,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-08T15:34:27Z,9.95766,56.88604,Juvenile,3518,27.42,35.92,Loggerhead
Chelonia mydas,2016-09-04T10:44:00Z,25.701,55.6,NA,21,28.2,38.73,Green
Caretta caretta,2011-03-30T02:43:20Z,12.89587,51.84446,Juvenile,2244,26.99,35.97,Loggerhead
Chelonia mydas,2016-08-26T21:41:00Z,24.107,52.48,NA,2,27.79,38.08,Green
Chelonia mydas,2017-05-15T23:49:00Z,24.442,52.934,NA,11,27.92,38.61,Green
Chelonia mydas,2017-07-28T06:37:00Z,24.641,53.056,NA,2,27.91,38.67,Green
Chelonia mydas,2019-06-23T17:21:00Z,24.653,53.051,NA,2,27.91,38.67,Green
Chelonia mydas,2018-11-07T04:45:00Z,22.572,59.686,NA,45,27.08,36.67,Green
Chelonia mydas,2016-12-24T04:33:00Z,20.571,58.953,NA,14,25.98,36.1,Green
Caretta caretta,2011-02-15T19:27:58Z,16.39066,53.07909,Juvenile,1828,26.77,36.07,Loggerhead
Caretta caretta,2011-12-04T21:25:12Z,1.20273,54.69745,Juvenile,4896,28.42,35.36,Loggerhead
Caretta caretta,2011-03-21T13:52:43Z,16.85917,54.27246,Juvenile,145,26.47,36.01,Loggerhead
Chelonia mydas,2018-04-23T12:33:00Z,24.578,53.144,NA,2,27.94,38.67,Green
Caretta caretta,2011-12-04T02:36:34Z,1.30671,54.68792,Juvenile,4907,28.41,35.36,Loggerhead
Chelonia mydas,2016-08-16T13:19:00Z,25.756,55.873,NA,3,28.13,38.64,Green
Caretta caretta,2011-05-09T09:20:30Z,15.75528,54.91695,Juvenile,2962,26.93,36.1,Loggerhead
Chelonia mydas,2016-09-12T14:23:00Z,24.113,52.483,NA,2,27.79,38.08,Green
Caretta caretta,2011-06-17T08:18:55Z,2.3676,58.21419,Juvenile,4733,28.87,35.39,Loggerhead
Caretta caretta,2011-05-17T15:27:33Z,16.67504,55.15381,Juvenile,2968,26.49,36.05,Loggerhead
Chelonia mydas,2016-06-07T05:55:00Z,24.631,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-11T19:18:45Z,5.66353,54.16376,Juvenile,5096,27.74,35.54,Loggerhead
Chelonia mydas,2019-07-17T05:13:00Z,24.64,53.04,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-13T16:04:02Z,1.61954,56.55838,Juvenile,4761,28.7,35.35,Loggerhead
Chelonia mydas,2019-05-15T14:06:00Z,24.67,53.08,NA,6,27.91,38.69,Green
Caretta caretta,2011-12-09T21:22:06Z,0.96725,55.64975,Juvenile,4612,28.58,35.35,Loggerhead
Chelonia mydas,2016-09-21T13:54:00Z,24.121,52.476,NA,2,27.79,38.08,Green
Chelonia mydas,2016-11-02T23:58:00Z,24.097,53.69,NA,31,27.98,38.77,Green
Caretta caretta,2011-12-11T19:30:17Z,1.47423,56.2188,Juvenile,4619,28.65,35.35,Loggerhead
Caretta caretta,2011-03-30T07:57:47Z,4.52466,62.25591,Juvenile,3169,29.14,35.52,Loggerhead
Chelonia mydas,2016-06-02T10:08:00Z,24.717,52.871,NA,17,27.85,38.65,Green
Caretta caretta,2012-05-20T20:16:32Z,14.98,55.27474,Juvenile,2483,27.04,36.08,Loggerhead
Chelonia mydas,2019-09-11T11:47:00Z,24.134,53.853,NA,21,27.88,38.81,Green
Chelonia mydas,2018-05-10T05:42:00Z,24.519,52.981,NA,4,27.89,38.64,Green
Caretta caretta,2011-04-15T18:22:56Z,13.65797,52.89277,Juvenile,2494,26.82,36,Loggerhead
Chelonia mydas,2017-05-07T12:47:00Z,24.631,52.832,NA,15,27.83,38.59,Green
Caretta caretta,2011-04-05T01:14:33Z,15.41561,53.84511,Juvenile,2321,26.9,36.09,Loggerhead
Chelonia mydas,2018-10-03T06:54:00Z,24.596,53.417,NA,12,28.03,38.78,Green
Chelonia mydas,2018-03-17T06:40:00Z,24.66,53.031,NA,10,27.91,38.67,Green
Caretta caretta,2011-05-14T04:01:58Z,15.37955,55.50136,Juvenile,3013,27.01,36.09,Loggerhead
Chelonia mydas,2019-07-01T14:04:00Z,24.542,52.943,NA,10,27.89,38.64,Green
Chelonia mydas,2018-04-21T06:14:00Z,24.501,53.146,NA,14,27.94,38.67,Green
Chelonia mydas,2016-08-08T23:27:00Z,25.741,55.805,NA,5,28.19,38.72,Green
Chelonia mydas,2017-04-30T05:38:00Z,25.758,55.868,NA,3,28.13,38.64,Green
Caretta caretta,2010-12-31T09:39:28Z,3.30681,58.9036,Juvenile,4113,28.89,35.46,Loggerhead
Caretta caretta,2011-03-20T19:50:03Z,1.04605,64.22997,Juvenile,3173,29.32,35.19,Loggerhead
Chelonia mydas,2017-05-07T12:47:00Z,24.571,53.052,NA,2,27.93,38.65,Green
Chelonia mydas,2017-03-04T13:36:00Z,24.499,54.222,NA,11,28.03,38.9,Green
Caretta caretta,2012-01-26T07:50:35Z,9.10778,50.65689,Juvenile,2,26.18,35.63,Loggerhead
Chelonia mydas,2016-08-05T19:16:00Z,25.254,53.845,NA,29,28.14,38.6,Green
Chelonia mydas,2016-10-22T14:05:00Z,25.76,55.894,NA,3,28.13,38.64,Green
Caretta caretta,2011-04-14T14:36:07Z,6.63606,59.42664,Juvenile,2931,28.55,35.75,Loggerhead
Chelonia mydas,2017-05-16T05:06:00Z,24.667,53.063,NA,4,27.91,38.69,Green
Chelonia mydas,2018-06-11T11:25:00Z,24.832,53.167,NA,14,27.9,38.73,Green
Chelonia mydas,2016-12-27T12:37:00Z,24.647,53.042,NA,2,27.91,38.67,Green
Caretta caretta,2011-06-09T21:09:57Z,0.29628,56.73185,Juvenile,4655,28.73,35.34,Loggerhead
Chelonia mydas,2017-06-22T12:21:00Z,24.634,53.044,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-26T16:16:31Z,0.40752,53.08861,Juvenile,5079,28.19,35.37,Loggerhead
Chelonia mydas,2018-09-28T12:08:00Z,23.256,60.058,NA,3335,27.39,36.69,Green
Caretta caretta,2011-04-30T06:07:10Z,14.91601,56.45418,Juvenile,2842,26.93,36.12,Loggerhead
Caretta caretta,2011-05-10T04:00:19Z,14.24033,58.90883,Juvenile,3749,27.03,36.15,Loggerhead
Chelonia mydas,2017-03-25T06:31:00Z,24.177,53.204,NA,8,27.99,38.65,Green
Caretta caretta,2011-03-15T13:19:35Z,15.3941,55.48768,Juvenile,3164,27.01,36.09,Loggerhead
Chelonia mydas,2017-05-10T14:00:00Z,25.764,55.841,NA,6,28.13,38.64,Green
Chelonia mydas,2016-06-12T01:28:00Z,24.634,53.014,NA,8,27.91,38.67,Green
Chelonia mydas,2016-11-25T13:31:00Z,26.369,55.532,NA,61,27.9,37.32,Green
Chelonia mydas,2018-03-30T12:05:00Z,24.576,53.085,NA,2,27.94,38.67,Green
Chelonia mydas,2016-09-21T06:49:00Z,24.118,52.481,NA,2,27.79,38.08,Green
Caretta caretta,2011-06-01T08:38:19Z,17.57784,55.68378,Juvenile,40,25.51,35.76,Loggerhead
Caretta caretta,2012-06-13T19:41:14Z,19.11407,61.55871,Juvenile,3628,27,36.3,Loggerhead
Chelonia mydas,2017-04-29T23:29:00Z,24.636,53.059,NA,2,27.91,38.67,Green
Chelonia mydas,2016-11-17T14:03:00Z,25.74,55.849,NA,3,NA,NA,Green
Caretta caretta,2011-01-28T21:39:16Z,1.8111,53.12501,Juvenile,5121,28.07,35.36,Loggerhead
Chelonia mydas,2018-04-25T06:22:00Z,24.641,53.051,NA,2,27.91,38.67,Green
Caretta caretta,2012-03-29T12:40:08Z,9.23969,50.73973,Juvenile,38,26.21,35.65,Loggerhead
Chelonia mydas,2017-06-14T14:54:00Z,24.668,52.93,NA,10,27.86,38.67,Green
Chelonia mydas,2017-05-04T06:57:00Z,24.569,53.032,NA,2,27.93,38.65,Green
Caretta caretta,2011-01-21T13:35:34Z,9.79665,57.64883,Juvenile,3290,27.57,35.94,Loggerhead
Chelonia mydas,2018-04-16T03:21:00Z,24.455,53.02,NA,10,27.96,38.64,Green
Caretta caretta,2011-06-16T15:03:59Z,2.23914,58.08589,Juvenile,4626,28.87,35.38,Loggerhead
Chelonia mydas,2016-12-17T23:44:00Z,16.632,53.259,NA,75,26.73,36.05,Green
Chelonia mydas,2019-06-03T03:11:00Z,24.759,53.067,NA,10,27.87,38.69,Green
Caretta caretta,2010-12-31T14:49:29Z,3.33547,59.16625,Juvenile,4320,28.92,35.47,Loggerhead
Chelonia mydas,2018-06-25T13:49:00Z,24.67,53.065,NA,4,27.91,38.69,Green
Caretta caretta,2011-12-01T01:21:47Z,1.77501,53.7104,Juvenile,5207,28.19,35.36,Loggerhead
Chelonia mydas,2019-08-30T07:16:00Z,25.194,53.408,NA,25,27.95,38.61,Green
Chelonia mydas,2018-10-17T06:04:00Z,24.647,53.052,NA,2,27.91,38.67,Green
Chelonia mydas,2016-11-22T23:26:00Z,22.494,59.825,NA,20,NA,NA,Green
Chelonia mydas,2017-05-09T06:52:00Z,25.733,55.859,NA,2,NA,NA,Green
Chelonia mydas,2016-09-09T11:32:00Z,24.64,53.022,NA,6,27.91,38.67,Green
Caretta caretta,2011-03-24T06:09:55Z,16.71047,53.85061,Juvenile,267,26.6,36.02,Loggerhead
Chelonia mydas,2019-07-09T06:52:00Z,24.638,53.014,NA,8,27.91,38.67,Green
Caretta caretta,2011-12-05T03:17:13Z,1.1233900000000001,54.72312,Juvenile,4965,28.42,35.36,Loggerhead
Chelonia mydas,2016-09-15T13:04:00Z,24.617,53.334,NA,4,28.01,38.76,Green
Caretta caretta,2012-02-19T01:27:35Z,9.25352,50.74066,Juvenile,41,26.17,35.65,Loggerhead
Chelonia mydas,2018-05-10T12:36:00Z,24.643,53.053,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-21T02:14:00Z,24.1,53.635,NA,15,27.97,38.76,Green
Caretta caretta,2011-03-02T19:21:39Z,11.59559,55.69125,Juvenile,4325,26.98,35.97,Loggerhead
Caretta caretta,2011-05-02T07:29:15Z,10.69328,59.7689,Juvenile,4167,27.7,36.15,Loggerhead
Chelonia mydas,2018-04-10T11:41:00Z,24.566,53.127,NA,3,27.94,38.67,Green
Chelonia mydas,2018-11-19T13:53:00Z,24.573,53.392,NA,9,28.02,38.74,Green
Caretta caretta,2012-05-08T05:32:34Z,15.95809,55.05405,Juvenile,2956,26.91,36.1,Loggerhead
Caretta caretta,2011-04-21T10:24:38Z,8.23279,58.68407,Juvenile,3735,28.1,35.84,Loggerhead
Caretta caretta,2011-04-21T18:06:32Z,13.08991,53.16407,Juvenile,2468,26.7,35.96,Loggerhead
Caretta caretta,2011-12-30T09:33:08Z,8.18586,58.92773,Juvenile,3292,28.13,35.85,Loggerhead
Chelonia mydas,2016-12-25T09:41:00Z,20.591,58.938,NA,7,25.98,36.04,Green
Chelonia mydas,2016-12-02T12:21:00Z,25.151,64.67,NA,11,26.42,36.52,Green
Chelonia mydas,2016-06-07T10:53:00Z,24.492,52.931,NA,13,27.92,38.61,Green
Caretta caretta,2012-05-24T22:10:19Z,16.85939,55.7154,Juvenile,3071,26.36,36.1,Loggerhead
Chelonia mydas,2016-08-05T23:57:00Z,25.735,55.852,NA,2,NA,NA,Green
Chelonia mydas,2016-08-14T23:56:00Z,26.216,53.321,NA,23,27.97,38.37,Green
Chelonia mydas,2018-05-02T12:26:00Z,24.624,53.025,NA,2,27.91,38.67,Green
Chelonia mydas,2017-05-09T12:26:00Z,24.393,53.238,NA,2,28,38.67,Green
Caretta caretta,2011-04-29T09:14:22Z,16.6929,55.48623,Juvenile,3067,26.49,36.08,Loggerhead
Chelonia mydas,2017-05-12T06:29:00Z,24.612,53.025,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-17T12:38:00Z,24.616,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-05-26T12:29:00Z,25.727,55.827,NA,2,28.19,38.72,Green
Caretta caretta,2012-01-30T12:38:54Z,9.17657,50.73954,Juvenile,53,26.21,35.65,Loggerhead
Chelonia mydas,2018-04-19T06:54:00Z,24.549,52.657,NA,12,27.8,38.47,Green
Caretta caretta,2012-06-15T01:37:25Z,19.13944,61.86618,Juvenile,3605,27.05,36.33,Loggerhead
Chelonia mydas,2019-05-18T14:16:00Z,24.665,53.067,NA,4,27.91,38.67,Green
Caretta caretta,2011-01-17T16:57:02Z,8.73173,58.60732,Juvenile,2334,27.97,35.9,Loggerhead
Caretta caretta,2011-04-20T10:03:40Z,8.04985,58.53518,Juvenile,3039,28.1,35.81,Loggerhead
Chelonia mydas,2016-10-22T17:26:00Z,25.645,55.69,NA,2,28.21,38.74,Green
Chelonia mydas,2019-09-01T12:06:00Z,24.925,53.429,NA,20,27.99,38.71,Green
Caretta caretta,2011-04-22T02:50:28Z,13.00222,53.2489,Juvenile,2466,26.71,35.95,Loggerhead
Chelonia mydas,2016-11-19T13:48:00Z,22.566,59.861,NA,625,26.89,36.63,Green
Chelonia mydas,2017-05-10T02:44:00Z,24.534,53.15,NA,7,27.94,38.67,Green
Caretta caretta,2011-03-19T06:01:55Z,0.54043,64.78089,Juvenile,3720,29.34,35.17,Loggerhead
Chelonia mydas,2019-06-08T17:03:00Z,24.64,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-02T12:12:00Z,24.552,52.93,NA,10,27.89,38.64,Green
Caretta caretta,2011-03-21T11:03:45Z,16.90224,54.30352,Juvenile,304,26.47,36.01,Loggerhead
Caretta caretta,2011-11-11T05:23:00Z,0.99758,45.2335,Juvenile,2881,27.11,35.3,Loggerhead
Chelonia mydas,2018-06-09T13:10:00Z,22.376,59.891,NA,682,26.48,36.59,Green
Caretta caretta,2012-04-10T03:37:04Z,15.03183,56.17516,Juvenile,2712,26.98,36.1,Loggerhead
Caretta caretta,2012-01-04T18:43:23Z,6.76634,49.24998,Juvenile,13,NA,NA,Loggerhead
Chelonia mydas,2018-11-08T06:47:00Z,24.638,53.047,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-08T00:34:11Z,5.50154,60.69495,Juvenile,3071,28.9,35.65,Loggerhead
Caretta caretta,2011-02-23T21:05:50Z,9.64356,55.59837,Juvenile,2871,27.13,35.82,Loggerhead
Chelonia mydas,2016-10-07T23:49:00Z,24.614,54.422,NA,7,28.11,38.94,Green
Caretta caretta,2011-06-21T01:22:15Z,3.46037,58.41947,Juvenile,4656,28.84,35.48,Loggerhead
Chelonia mydas,2017-02-26T23:40:00Z,24.564,54.373,NA,6,28.09,38.93,Green
Caretta caretta,2012-06-04T21:52:07Z,19.51301,58.42879,Juvenile,494,25.68,36.21,Loggerhead
Chelonia mydas,2018-04-08T12:06:00Z,24.409,54.067,NA,6,28.02,38.85,Green
Caretta caretta,2011-05-26T13:58:32Z,17.52127,55.45681,Juvenile,584,25.49,35.62,Loggerhead
Chelonia mydas,2018-05-13T06:57:00Z,24.657,53.041,NA,6,27.91,38.67,Green
Caretta caretta,2012-04-18T16:31:56Z,15.55671,55.50053,Juvenile,3107,26.97,36.09,Loggerhead
Chelonia mydas,2019-06-09T17:09:00Z,24.638,53.048,NA,2,27.91,38.67,Green
Chelonia mydas,2019-05-15T15:19:00Z,24.346,53.183,NA,3,28,38.67,Green
Chelonia mydas,2019-01-13T04:19:00Z,21,58.88,NA,23,25.87,35.92,Green
Chelonia mydas,2017-05-28T06:05:00Z,25.808,55.808,NA,15,28.14,38.7,Green
Chelonia mydas,2017-05-06T06:58:00Z,24.673,53.001,NA,11,27.91,38.69,Green
Chelonia mydas,2017-03-21T13:33:00Z,24.58,54.393,NA,6,28.09,38.93,Green
Chelonia mydas,2017-05-27T06:21:00Z,24.658,53.042,NA,3,27.91,38.67,Green
Chelonia mydas,2017-05-14T11:25:00Z,24.409,52.886,NA,9,27.95,38.53,Green
Chelonia mydas,2018-05-19T13:32:00Z,24.785,53.155,NA,13,27.89,38.71,Green
Caretta caretta,2011-04-04T01:24:51Z,15.3422,54.02523,Juvenile,2611,26.91,36.09,Loggerhead
Chelonia mydas,2016-11-10T11:26:00Z,24.657,52.994,NA,11,27.89,38.66,Green
Chelonia mydas,2018-03-20T05:28:00Z,24.634,53.071,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-09T12:42:00Z,24.661,52.939,NA,11,27.89,38.66,Green
Caretta caretta,2012-05-09T03:21:59Z,16.09837,54.92416,Juvenile,3018,26.86,36.1,Loggerhead
Chelonia mydas,2018-11-20T05:52:00Z,24.642,53.059,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-24T14:01:00Z,24.635,52.979,NA,9,27.89,38.66,Green
Chelonia mydas,2017-07-11T12:06:00Z,24.647,53.037,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-09T06:13:00Z,24.543,53.16,NA,8,27.94,38.67,Green
Chelonia mydas,2016-08-31T00:22:00Z,24.253,53.758,NA,17,28.01,38.8,Green
Caretta caretta,2012-05-31T07:05:21Z,17.90236,57.97356,Juvenile,2733,26.44,36.17,Loggerhead
Chelonia mydas,2016-06-20T01:41:00Z,24.629,53.062,NA,2,27.91,38.67,Green
Caretta caretta,2012-02-16T00:41:25Z,9.23162,50.73013,Juvenile,35,26.21,35.65,Loggerhead
Chelonia mydas,2016-11-11T23:45:00Z,24.086,53.691,NA,33,27.98,38.77,Green
Caretta caretta,2010-12-19T22:14:25Z,0.23322,54.55502,Juvenile,4972,28.42,35.36,Loggerhead
Chelonia mydas,2018-05-20T10:41:00Z,24.523,53.135,NA,8,27.94,38.67,Green
Caretta caretta,2011-04-09T07:38:47Z,15.71571,54.18936,Juvenile,2688,26.94,36.1,Loggerhead
Chelonia mydas,2016-08-23T23:59:00Z,24.569,54.404,NA,6,28.09,38.93,Green
Caretta caretta,2011-04-16T03:10:26Z,7.0419,59.14599,Juvenile,2773,28.42,35.76,Loggerhead
Chelonia mydas,2018-06-12T06:31:00Z,24.565,53.146,NA,6,27.94,38.67,Green
Caretta caretta,2011-04-20T09:05:52Z,8.06663,58.56191,Juvenile,2821,28.1,35.81,Loggerhead
Chelonia mydas,2017-08-13T04:30:00Z,24.989,53.434,NA,15,27.99,38.71,Green
Caretta caretta,2011-07-16T16:31:25Z,7.56574,60.2376,Juvenile,2483,28.45,35.82,Loggerhead
Chelonia mydas,2019-09-19T15:38:00Z,24.631,53.026,NA,3,27.91,38.67,Green
Caretta caretta,2012-05-09T12:49:56Z,16.16135,54.78829,Juvenile,2676,26.88,36.1,Loggerhead
Chelonia mydas,2017-03-28T10:20:00Z,24.648,53.04,NA,2,27.91,38.67,Green
Chelonia mydas,2017-05-31T11:30:00Z,24.621,53.005,NA,7,27.91,38.67,Green
Chelonia mydas,2017-03-24T23:40:00Z,24.176,53.182,NA,6,27.99,38.65,Green
Caretta caretta,2011-11-26T19:57:08Z,0.50453,44.95523,Juvenile,3335,27.12,35.33,Loggerhead
Chelonia mydas,2016-08-19T14:43:00Z,25.753,55.874,NA,3,28.13,38.64,Green
Chelonia mydas,2018-10-29T06:49:00Z,24.579,53.354,NA,3,28.02,38.74,Green
Caretta caretta,2011-11-12T14:47:09Z,1.84699,46.11374,Juvenile,2686,27.07,35.26,Loggerhead
Chelonia mydas,2016-09-07T11:56:00Z,24.1,52.455,NA,2,27.79,38.08,Green
Caretta caretta,2012-05-14T15:59:35Z,16.62235,54.77062,Juvenile,1955,26.58,36.05,Loggerhead
Caretta caretta,2011-01-04T04:41:14Z,4.0121,59.65679,Juvenile,3796,28.94,35.52,Loggerhead
Chelonia mydas,2018-04-14T23:28:00Z,24.37,53.198,NA,2,28,38.67,Green
Chelonia mydas,2018-05-20T06:13:00Z,24.539,56.984,NA,173,28.52,36.83,Green
Caretta caretta,2011-02-07T08:59:31Z,4.41711,54.06843,Juvenile,4853,27.95,35.48,Loggerhead
Caretta caretta,2011-01-06T07:24:45Z,5.01282,60.13949,Juvenile,3592,28.89,35.62,Loggerhead
Caretta caretta,2011-11-14T00:56:58Z,2.02939,47.53751,Juvenile,3882,27.26,35.33,Loggerhead
Caretta caretta,2012-01-25T14:15:13Z,9.0091,50.63929,Juvenile,48,26.21,35.63,Loggerhead
Chelonia mydas,2018-10-08T13:38:00Z,24.568,53.365,NA,2,28.02,38.74,Green
Chelonia mydas,2017-06-23T23:03:00Z,23.66,58.471,NA,26,28.1,36.81,Green
Chelonia mydas,2017-05-05T05:33:00Z,24.676,53.037,NA,11,27.91,38.69,Green
Caretta caretta,2012-05-19T14:28:36Z,14.91047,55.1198,Juvenile,2522,27.04,36.08,Loggerhead
Chelonia mydas,2018-06-28T13:13:00Z,24.654,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-07T12:28:29Z,12.68337,56.08791,Juvenile,4038,26.9,36.03,Loggerhead
Chelonia mydas,2019-08-30T05:34:00Z,25.187,53.349,NA,16,27.95,38.61,Green
Caretta caretta,2011-04-14T13:00:18Z,6.62906,59.42703,Juvenile,2908,28.55,35.75,Loggerhead
Chelonia mydas,2017-06-20T23:33:00Z,24.657,53.039,NA,6,27.91,38.67,Green
Chelonia mydas,2016-08-27T12:39:00Z,24.672,53.172,NA,11,27.93,38.73,Green
Chelonia mydas,2016-10-03T22:55:00Z,24.568,54.433,NA,5,28.09,38.96,Green
Caretta caretta,2011-04-30T21:42:26Z,15.00861,56.60802,Juvenile,2960,26.92,36.12,Loggerhead
Chelonia mydas,2018-05-14T05:46:00Z,25.455,55.266,NA,24,28.24,38.95,Green
Caretta caretta,2011-03-13T07:17:15Z,14.47553,52.31536,Juvenile,2233,27.12,36.04,Loggerhead
Caretta caretta,2012-05-31T08:45:42Z,17.88361,57.99906,Juvenile,2920,26.44,36.17,Loggerhead
Caretta caretta,2011-12-07T01:57:07Z,0.78786,55.0242,Juvenile,4794,28.49,35.35,Loggerhead
Chelonia mydas,2017-03-25T15:12:00Z,24.611,53.083,NA,2,27.91,38.67,Green
Chelonia mydas,2018-11-04T11:43:00Z,24.572,53.345,NA,2,28.02,38.74,Green
Caretta caretta,2012-02-14T16:19:27Z,9.23954,50.83239,Juvenile,105,26.21,35.65,Loggerhead
Caretta caretta,2011-04-14T01:48:48Z,16.04302,55.11338,Juvenile,3125,26.86,36.1,Loggerhead
Chelonia mydas,2016-08-15T11:14:00Z,25.756,55.891,NA,3,28.13,38.64,Green
Caretta caretta,2011-12-03T19:20:41Z,1.41635,54.62241,Juvenile,5004,28.4,35.36,Loggerhead
Chelonia mydas,2018-04-02T11:34:00Z,24.526,53.121,NA,7,27.94,38.67,Green
Caretta caretta,2011-12-25T15:03:07Z,6.78587,59.36353,Juvenile,3405,28.51,35.75,Loggerhead
Chelonia mydas,2017-05-03T02:27:00Z,24.293,52.998,NA,12,27.93,38.55,Green
Caretta caretta,2012-04-01T02:34:30Z,9.2428,50.69579,Juvenile,4,26.21,35.65,Loggerhead
Chelonia mydas,2019-08-26T05:49:00Z,24.794,53.201,NA,14,27.9,38.73,Green
Chelonia mydas,2017-04-26T13:40:00Z,25.733,55.811,NA,4,28.19,38.72,Green
Caretta caretta,2011-05-14T15:07:23Z,15.5193,55.64193,Juvenile,2861,26.98,36.09,Loggerhead
Chelonia mydas,2016-08-25T23:34:00Z,24.265,53.629,NA,8,28.02,38.76,Green
Caretta caretta,2011-12-21T19:52:50Z,3.78051,47.3577,Juvenile,8,26.65,35.28,Loggerhead
Caretta caretta,2011-02-26T06:36:44Z,10.3156,55.72429,Juvenile,3274,27.06,35.88,Loggerhead
Chelonia mydas,2018-08-25T06:02:00Z,22.543,60.304,NA,2704,26.78,36.56,Green
Caretta caretta,2012-01-21T02:09:23Z,12.12529,55.31779,Juvenile,3181,26.87,35.98,Loggerhead
Chelonia mydas,2017-05-01T02:51:00Z,25.749,55.877,NA,2,NA,NA,Green
Chelonia mydas,2019-09-18T15:46:00Z,24.687,52.76,NA,12,27.83,38.63,Green
Chelonia mydas,2018-07-15T05:11:00Z,24.683,53.006,NA,12,27.91,38.69,Green
Caretta caretta,2012-06-12T03:51:31Z,19.32732,61.21219,Juvenile,3677,26.95,36.28,Loggerhead
Caretta caretta,2012-05-22T09:10:40Z,15.79797,55.5373,Juvenile,3617,26.92,36.1,Loggerhead
Chelonia mydas,2016-08-20T19:06:00Z,25.057,52.337,NA,14,27.56,38.53,Green
Caretta caretta,2011-04-28T00:39:25Z,14.36678,55.84937,Juvenile,2480,26.95,36.1,Loggerhead
Chelonia mydas,2019-08-27T07:13:00Z,24.982,53.408,NA,18,27.97,38.7,Green
Caretta caretta,2012-01-11T20:04:22Z,10.42502,56.28283,Juvenile,1939,27.21,35.94,Loggerhead
Chelonia mydas,2019-07-01T16:16:00Z,24.603,53.019,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-09T05:12:00Z,24.312,53.167,NA,2,27.99,38.65,Green
Caretta caretta,2012-04-28T14:40:59Z,9.33743,50.80329,Juvenile,23,26.14,35.66,Loggerhead
Chelonia mydas,2018-10-24T03:25:00Z,24.584,53.321,NA,2,27.98,38.74,Green
Chelonia mydas,2016-12-29T23:07:00Z,14.114,48.777,NA,7,28.05,36.06,Green
Caretta caretta,2012-01-05T13:00:03Z,9.25828,57.47002,Juvenile,3062,27.63,35.89,Loggerhead
Caretta caretta,2012-04-07T21:05:56Z,14.95435,55.73846,Juvenile,2076,27.03,36.09,Loggerhead
Caretta caretta,2012-05-18T20:59:59Z,15.04079,55.04517,Juvenile,2437,27.01,36.08,Loggerhead
Chelonia mydas,2019-08-11T06:23:00Z,24.638,53.049,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-02T21:06:20Z,4.1909,53.36591,Juvenile,5088,27.88,35.46,Loggerhead
Caretta caretta,2011-04-07T17:15:06Z,3.13425,47.08601,Juvenile,910,26.79,35.27,Loggerhead
Chelonia mydas,2018-06-27T11:40:00Z,24.543,53.112,NA,6,27.94,38.67,Green
Chelonia mydas,2017-01-07T10:30:00Z,25.664,55.642,NA,7,28.23,38.81,Green
Caretta caretta,2011-02-07T01:50:41Z,14.72488,54.69022,Juvenile,2624,26.99,36.08,Loggerhead
Chelonia mydas,2019-07-04T06:50:00Z,24.578,53.055,NA,2,27.93,38.65,Green
