sci.name,obsv.datetime,lat,lon,life.stage,bathy,SST,SSS,common.name
Chelonia mydas,2018-03-16T04:11:00Z,24.628,53.052,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-26T13:20:00Z,24.448,53.015,NA,9,27.96,38.64,Green
Caretta caretta,2011-11-24T20:12:25Z,1.20347,44.38462,Juvenile,430,26.9,35.14,Loggerhead
Chelonia mydas,2018-09-28T02:37:00Z,22.971,60.791,NA,3294,26.89,36.58,Green
Caretta caretta,2011-06-13T12:19:04Z,18.89454,57.27683,Juvenile,12,25.22,36.11,Loggerhead
Caretta caretta,2012-06-10T20:01:01Z,19.62386,60.8907,Juvenile,3119,26.89,36.27,Loggerhead
Chelonia mydas,2016-09-11T13:39:00Z,24.276,53.757,NA,15,28.01,38.8,Green
Caretta caretta,2012-01-17T22:00:28Z,8.69542,50.45229,Juvenile,43,26.28,35.6,Loggerhead
Chelonia mydas,2017-05-14T00:12:00Z,24.656,52.948,NA,12,27.89,38.66,Green
Chelonia mydas,2016-11-13T23:25:00Z,22.259,59.826,NA,76,26.55,36.53,Green
Chelonia mydas,2018-05-26T07:27:00Z,24.484,52.979,NA,7,27.92,38.61,Green
Chelonia mydas,2017-05-09T06:52:00Z,24.687,53.025,NA,12,27.91,38.69,Green
Chelonia mydas,2018-04-03T11:18:00Z,24.637,53.04,NA,2,27.91,38.67,Green
Caretta caretta,2011-06-15T20:49:42Z,1.97473,57.89672,Juvenile,4375,28.85,35.37,Loggerhead
Chelonia mydas,2016-10-07T15:18:00Z,24.742,53.257,NA,14,27.98,38.74,Green
Chelonia mydas,2016-10-29T22:57:00Z,25.736,55.852,NA,2,NA,NA,Green
Caretta caretta,2011-02-21T18:04:40Z,15.4218,52.54468,Juvenile,2228,26.9,36.07,Loggerhead
Caretta caretta,2012-04-11T10:55:37Z,15.24693,56.3723,Juvenile,2797,26.95,36.11,Loggerhead
Caretta caretta,2012-05-01T03:07:03Z,15.88797,55.78619,Juvenile,2930,26.9,36.1,Loggerhead
Chelonia mydas,2017-02-09T10:57:00Z,24.631,53.031,NA,3,27.91,38.67,Green
Caretta caretta,2012-05-19T04:53:24Z,14.9675,55.08373,Juvenile,2497,27.03,36.08,Loggerhead
Chelonia mydas,2017-05-05T03:47:00Z,24.846,53.096,NA,7,27.86,38.7,Green
Chelonia mydas,2016-05-24T22:48:00Z,24.626,53.038,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-21T19:02:50Z,16.54082,54.23507,Juvenile,2476,26.65,36.06,Loggerhead
Chelonia mydas,2018-03-26T23:40:00Z,24.459,52.983,NA,11,27.92,38.61,Green
Caretta caretta,2011-04-04T20:35:24Z,15.37671,53.91268,Juvenile,2220,26.9,36.09,Loggerhead
Chelonia mydas,2018-05-22T07:07:00Z,24.517,53.007,NA,4,27.93,38.65,Green
Caretta caretta,2012-05-13T13:44:16Z,16.85613,54.63877,Juvenile,1801,26.39,36.01,Loggerhead
Caretta caretta,2010-12-16T18:44:59Z,0.74306,53.17945,Juvenile,5070,28.18,35.37,Loggerhead
Chelonia mydas,2018-06-08T11:59:00Z,24.515,53.057,NA,10,27.93,38.65,Green
Chelonia mydas,2017-08-08T06:12:00Z,25.048,53.712,NA,22,28.08,38.7,Green
Chelonia mydas,2018-10-14T12:31:00Z,24.567,53.352,NA,2,28.02,38.74,Green
Chelonia mydas,2019-09-18T06:34:00Z,24.696,54.386,NA,12,28.13,38.93,Green
Chelonia mydas,2018-04-17T02:48:00Z,24.636,53.017,NA,6,27.91,38.67,Green
Chelonia mydas,2016-08-13T06:15:00Z,25.472,55.454,NA,10,28.23,38.94,Green
Chelonia mydas,2018-05-29T17:33:00Z,25.752,55.87,NA,3,28.13,38.64,Green
Caretta caretta,2011-06-24T20:43:38Z,5.44027,58.99036,Juvenile,3736,28.68,35.66,Loggerhead
Chelonia mydas,2018-10-16T06:19:00Z,22.442,59.849,NA,25,26.66,36.6,Green
Caretta caretta,2011-12-29T14:13:15Z,7.9234,59.15096,Juvenile,2796,28.22,35.83,Loggerhead
Chelonia mydas,2019-01-25T05:25:00Z,22.579,59.762,NA,538,26.95,36.64,Green
Chelonia mydas,2017-05-06T13:29:00Z,24.743,52.932,NA,16,27.86,38.67,Green
Chelonia mydas,2019-07-11T19:02:00Z,24.641,53.038,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-27T08:26:46Z,14.21868,55.57671,Juvenile,2830,26.97,36.08,Loggerhead
Chelonia mydas,2016-10-09T01:19:00Z,25.726,55.813,NA,4,28.19,38.72,Green
Chelonia mydas,2016-08-13T22:34:00Z,25.773,55.853,NA,5,28.13,38.64,Green
Caretta caretta,2011-11-16T04:49:57Z,2.099,47.623,Juvenile,3874,27.26,35.33,Loggerhead
Chelonia mydas,2017-05-22T06:26:00Z,24.62,53.003,NA,7,27.91,38.67,Green
Chelonia mydas,2019-10-14T17:09:00Z,24.644,53.059,NA,2,27.91,38.67,Green
Chelonia mydas,2019-09-19T05:20:00Z,24.632,53.036,NA,2,27.91,38.67,Green
Caretta caretta,2012-06-17T04:25:03Z,19.51292,62.07807,Juvenile,3557,27.06,36.35,Loggerhead
Chelonia mydas,2016-09-01T13:57:00Z,24.116,52.456,NA,2,27.79,38.08,Green
Caretta caretta,2011-05-01T18:41:28Z,17.17341,55.55651,Juvenile,2720,25.98,35.96,Loggerhead
Chelonia mydas,2018-04-28T11:35:00Z,24.639,53.044,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-18T03:39:00Z,25.572,52.829,NA,32,27.74,38.51,Green
Caretta caretta,2011-04-12T10:08:04Z,14.63122,53.80916,Juvenile,2047,26.88,36.06,Loggerhead
Chelonia mydas,2018-05-07T04:08:00Z,24.701,53.188,NA,11,27.93,38.73,Green
Chelonia mydas,2018-07-03T12:19:00Z,22.325,59.829,NA,12,26.55,36.53,Green
Caretta caretta,2011-03-02T00:30:58Z,14.48884,52.71503,Juvenile,1145,27,36.04,Loggerhead
Chelonia mydas,2017-05-11T22:51:00Z,24.641,53.028,NA,3,27.91,38.67,Green
Caretta caretta,2011-04-18T14:15:07Z,13.14672,52.49978,Juvenile,2397,26.72,35.97,Loggerhead
Caretta caretta,2011-06-14T15:21:34Z,1.53893,57.5578,Juvenile,4491,28.83,35.34,Loggerhead
Chelonia mydas,2018-08-27T13:21:00Z,24.639,53.047,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-14T05:03:00Z,24.623,53.022,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-26T11:33:30Z,0.31694,53.15557,Juvenile,5116,28.19,35.37,Loggerhead
Chelonia mydas,2016-08-20T22:50:00Z,24.854,54.761,NA,2,28.21,38.97,Green
Chelonia mydas,2016-08-27T13:11:00Z,25.745,55.867,NA,2,NA,NA,Green
Caretta caretta,2011-11-27T02:43:23Z,0.30399,45.1347,Juvenile,3411,27.15,35.35,Loggerhead
Caretta caretta,2011-11-11T08:45:04Z,1.11589,45.27252,Juvenile,2777,27.1,35.27,Loggerhead
Caretta caretta,2011-12-20T03:01:35Z,4.55992,57.99855,Juvenile,4329,28.63,35.57,Loggerhead
Caretta caretta,2011-04-15T21:51:54Z,13.62581,52.87963,Juvenile,2463,26.82,36,Loggerhead
Caretta caretta,2012-05-14T13:35:03Z,16.63874,54.77732,Juvenile,1928,26.58,36.05,Loggerhead
Chelonia mydas,2016-05-30T23:14:00Z,24.479,52.918,NA,12,27.92,38.61,Green
Caretta caretta,2011-05-24T21:43:30Z,16.97867,55.74026,Juvenile,3055,26.29,36.1,Loggerhead
Caretta caretta,2012-05-03T02:43:58Z,15.69357,55.48372,Juvenile,3583,26.96,36.09,Loggerhead
Chelonia mydas,2018-04-04T06:24:00Z,24.445,52.999,NA,9,27.92,38.61,Green
Chelonia mydas,2018-05-01T12:38:00Z,24.635,53.104,NA,2,27.93,38.71,Green
Caretta caretta,2010-12-13T07:17:48Z,-0.01957,52.36718,Juvenile,5112,28.09,35.36,Loggerhead
Caretta caretta,2012-04-22T20:33:28Z,9.21908,50.7342,Juvenile,35,26.21,35.65,Loggerhead
Chelonia mydas,2016-12-28T14:37:00Z,24.636,53.069,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-30T14:46:44Z,8.24013,58.87096,Juvenile,2986,28.13,35.85,Loggerhead
Caretta caretta,2011-04-22T02:06:25Z,8.35351,58.86798,Juvenile,2274,28.08,35.87,Loggerhead
Chelonia mydas,2016-08-12T05:41:00Z,25.456,55.239,NA,25,28.26,38.94,Green
Chelonia mydas,2016-10-17T23:32:00Z,24.634,53.046,NA,2,27.91,38.67,Green
Caretta caretta,2011-07-23T07:55:33Z,8.93575,60.37912,Juvenile,3140,28.17,35.94,Loggerhead
Chelonia mydas,2016-11-09T13:35:00Z,22.765,59.335,NA,100,27.69,36.73,Green
Caretta caretta,2012-04-03T10:17:37Z,16.57491,55.00993,Juvenile,2872,26.58,36.07,Loggerhead
Chelonia mydas,2018-08-02T05:37:00Z,22.132,60.237,NA,2588,26.5,36.48,Green
Chelonia mydas,2017-05-06T03:25:00Z,24.628,52.995,NA,8,27.89,38.66,Green
Chelonia mydas,2016-12-02T21:30:00Z,23.655,58.547,NA,40,28.09,36.81,Green
Caretta caretta,2011-03-10T20:36:49Z,14.4073,52.87684,Juvenile,1927,26.94,36.04,Loggerhead
Caretta caretta,2011-05-15T19:19:40Z,16.10039,55.84944,Juvenile,3307,26.83,36.11,Loggerhead
Chelonia mydas,2017-05-09T12:22:00Z,24.413,52.898,NA,9,27.95,38.53,Green
Caretta caretta,2011-01-17T04:17:57Z,8.70307,58.76821,Juvenile,2543,27.99,35.9,Loggerhead
Caretta caretta,2012-04-26T05:34:34Z,15.78902,56.80756,Juvenile,3706,26.86,36.13,Loggerhead
Chelonia mydas,2016-12-09T17:27:00Z,18.431,56.69,NA,9,24.96,36.05,Green
Chelonia mydas,2016-11-30T21:54:00Z,21.743,59.493,NA,12,NA,NA,Green
Caretta caretta,2011-12-24T04:37:26Z,4.33429,47.83936,Juvenile,113,26.58,35.4,Loggerhead
Caretta caretta,2012-04-21T05:54:19Z,14.74136,55.5094,Juvenile,2611,27.04,36.09,Loggerhead
Chelonia mydas,2018-05-31T11:48:00Z,24.675,52.977,NA,13,27.86,38.67,Green
Chelonia mydas,2019-05-10T06:51:00Z,24.581,53.001,NA,5,27.93,38.65,Green
Caretta caretta,2011-02-24T19:16:51Z,14.80528,53.35489,Juvenile,2095,26.9,36.06,Loggerhead
Chelonia mydas,2018-12-16T11:57:00Z,24.569,53.375,NA,5,28.02,38.74,Green
Caretta caretta,2012-04-05T01:38:40Z,9.23796,50.69221,Juvenile,2,26.21,35.65,Loggerhead
Chelonia mydas,2016-09-12T05:53:00Z,24.68,52.903,NA,13,27.85,38.65,Green
Chelonia mydas,2016-09-15T10:26:00Z,25.756,55.864,NA,3,28.13,38.64,Green
Chelonia mydas,2018-04-27T13:19:00Z,24.549,53.319,NA,3,28,38.72,Green
Chelonia mydas,2018-12-19T03:15:00Z,24.735,53.077,NA,13,27.91,38.69,Green
Chelonia mydas,2016-12-25T06:44:00Z,20.584,58.949,NA,12,25.98,36.04,Green
Chelonia mydas,2016-06-02T10:12:00Z,24.492,52.929,NA,13,27.92,38.61,Green
Caretta caretta,2011-12-14T14:20:43Z,1.7234,56.66947,Juvenile,4630,28.72,35.35,Loggerhead
Chelonia mydas,2018-06-10T04:44:00Z,24.538,53.138,NA,7,27.94,38.67,Green
Chelonia mydas,2019-05-12T12:03:00Z,24.569,53.048,NA,2,27.93,38.65,Green
Chelonia mydas,2017-02-17T06:28:00Z,24.235,52.833,NA,14,27.9,38.42,Green
Caretta caretta,2011-07-26T07:08:29Z,9.83423,60.31247,Juvenile,4294,27.95,36.05,Loggerhead
Chelonia mydas,2017-05-20T12:01:00Z,24.628,53.03,NA,3,27.91,38.67,Green
Caretta caretta,2012-05-03T15:38:08Z,15.63884,55.43074,Juvenile,3531,26.97,36.09,Loggerhead
Chelonia mydas,2018-10-11T12:59:00Z,24.556,53.376,NA,6,28.02,38.74,Green
Chelonia mydas,2016-08-23T11:21:00Z,24.246,53.722,NA,20,27.99,38.79,Green
Caretta caretta,2011-04-29T09:53:00Z,10.07684,59.97524,Juvenile,4482,27.84,36.07,Loggerhead
Caretta caretta,2012-05-04T19:04:54Z,15.70353,55.44759,Juvenile,3627,26.96,36.09,Loggerhead
Chelonia mydas,2019-08-29T17:06:00Z,25.878,51.974,NA,24,27.36,38.35,Green
Chelonia mydas,2016-11-30T12:42:00Z,24.642,54.19,NA,18,28.11,38.91,Green
Caretta caretta,2011-06-02T15:57:24Z,17.84214,55.71505,Juvenile,181,25.36,35.35,Loggerhead
Chelonia mydas,2019-06-04T07:09:00Z,24.662,53.028,NA,10,27.91,38.67,Green
Chelonia mydas,2016-08-10T12:13:00Z,25.675,55.753,NA,2,28.19,38.72,Green
Chelonia mydas,2019-07-11T15:26:00Z,24.626,53.02,NA,5,27.91,38.67,Green
Chelonia mydas,2018-04-21T06:02:00Z,24.647,53.079,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-15T08:58:28Z,1.9,47.799,Juvenile,4191,27.3,35.34,Loggerhead
Chelonia mydas,2018-08-22T12:34:00Z,24.537,53.071,NA,3,27.93,38.65,Green
Caretta caretta,2011-01-05T01:47:09Z,4.68391,59.91415,Juvenile,4166,28.9,35.6,Loggerhead
Caretta caretta,2011-11-24T20:31:55Z,1.19723,44.37794,Juvenile,458,26.9,35.14,Loggerhead
Chelonia mydas,2017-05-26T14:31:00Z,24.632,53.032,NA,3,27.91,38.67,Green
Caretta caretta,2011-03-24T03:21:36Z,16.75412,53.85621,Juvenile,79,26.57,36.01,Loggerhead
Caretta caretta,2011-11-24T13:35:05Z,1.36601,44.50694,Juvenile,267,26.91,35.16,Loggerhead
Chelonia mydas,2016-10-23T22:25:00Z,24.633,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-11T22:16:14Z,14.67896,52.69077,Juvenile,2058,27.02,36.05,Loggerhead
Chelonia mydas,2016-11-07T15:16:00Z,25.737,55.85,NA,2,NA,NA,Green
Chelonia mydas,2017-04-03T23:22:00Z,24.196,53.222,NA,2,27.99,38.65,Green
Caretta caretta,2012-05-20T10:47:23Z,14.83966,55.20097,Juvenile,2894,27.04,36.08,Loggerhead
Caretta caretta,2012-05-07T06:26:34Z,15.85665,55.18854,Juvenile,2880,26.91,36.1,Loggerhead
Chelonia mydas,2018-06-25T05:25:00Z,24.575,53.124,NA,2,27.94,38.67,Green
Chelonia mydas,2018-04-05T05:53:00Z,24.66,53.032,NA,10,27.91,38.67,Green
Caretta caretta,2012-04-03T14:58:30Z,9.27012,50.88349,Juvenile,196,26.16,35.65,Loggerhead
Caretta caretta,2011-04-03T08:17:02Z,4.8788,61.54547,Juvenile,3075,29.05,35.58,Loggerhead
Chelonia mydas,2016-08-08T14:10:00Z,25.73,55.772,NA,7,28.19,38.72,Green
Chelonia mydas,2016-08-15T23:45:00Z,25.545,54.891,NA,34,28.29,38.77,Green
Chelonia mydas,2016-11-11T15:20:00Z,22.362,59.862,NA,182,26.48,36.59,Green
Caretta caretta,2011-12-04T19:13:06Z,1.23834,54.68887,Juvenile,4857,28.42,35.36,Loggerhead
Chelonia mydas,2019-09-26T19:10:00Z,24.241,52.227,NA,28,27.71,37.89,Green
Caretta caretta,2011-11-22T13:59:15Z,2.14558,46.35767,Juvenile,2492,27.06,35.27,Loggerhead
Chelonia mydas,2019-09-26T07:51:00Z,24.322,52.385,NA,18,27.76,38.05,Green
Chelonia mydas,2018-05-27T06:26:00Z,24.632,53.047,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-09T23:32:00Z,24.638,53.034,NA,2,27.91,38.67,Green
Caretta caretta,2012-05-17T21:14:26Z,15.47162,54.81862,Juvenile,3066,26.95,36.09,Loggerhead
Chelonia mydas,2019-07-25T03:31:00Z,24.627,53.046,NA,2,27.91,38.67,Green
Caretta caretta,2012-06-12T13:27:26Z,19.31185,61.26694,Juvenile,3677,26.97,36.28,Loggerhead
Chelonia mydas,2018-11-22T06:54:00Z,24.637,53.061,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-19T13:41:00Z,24.162,53.374,NA,6,28,38.69,Green
Caretta caretta,2011-11-27T02:56:24Z,0.61233,53.16275,Juvenile,5058,28.17,35.37,Loggerhead
Chelonia mydas,2019-06-05T17:00:00Z,24.655,53.064,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-13T03:38:00Z,24.581,54.461,NA,2,28.09,38.96,Green
Caretta caretta,2011-03-16T20:29:04Z,14.65971,52.8046,Juvenile,2019,26.99,36.05,Loggerhead
Chelonia mydas,2016-07-28T06:50:00Z,25.753,55.664,NA,22,28.15,38.7,Green
Chelonia mydas,2016-12-04T22:51:00Z,24.144,53.349,NA,3,28,38.69,Green
Caretta caretta,2011-07-25T13:06:30Z,9.66971,60.34818,Juvenile,4174,28.01,36.04,Loggerhead
Chelonia mydas,2017-03-19T15:40:00Z,24.642,53.054,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-26T18:50:11Z,0.62301,45.02494,Juvenile,3130,27.13,35.33,Loggerhead
Chelonia mydas,2019-08-08T06:23:00Z,24.542,53.106,NA,3,27.94,38.67,Green
Caretta caretta,2011-04-20T03:07:35Z,13.01906,52.57645,Juvenile,2433,26.68,35.96,Loggerhead
Chelonia mydas,2019-09-03T06:52:00Z,24.594,53.156,NA,4,27.93,38.71,Green
Caretta caretta,2012-02-06T07:47:01Z,9.22874,50.69842,Juvenile,14,26.21,35.65,Loggerhead
Chelonia mydas,2018-06-13T06:11:00Z,24.483,52.965,NA,7,27.92,38.61,Green
Caretta caretta,2011-01-09T12:17:03Z,5.89783,60.40097,Juvenile,3313,28.82,35.69,Loggerhead
Chelonia mydas,2018-06-07T06:33:00Z,24.644,53.12,NA,4,27.93,38.71,Green
Caretta caretta,2012-05-31T21:25:15Z,17.99991,58.26332,Juvenile,3267,26.62,36.19,Loggerhead
Caretta caretta,2012-01-19T00:05:54Z,8.89816,50.48265,Juvenile,26,26.24,35.61,Loggerhead
Chelonia mydas,2019-01-19T12:06:00Z,20.979,58.908,NA,42,25.87,35.92,Green
Caretta caretta,2012-02-26T17:48:42Z,9.25549,50.71197,Juvenile,16,26.17,35.65,Loggerhead
Chelonia mydas,2017-06-08T06:27:00Z,24.122,57.01,NA,6,28.48,36.82,Green
Caretta caretta,2011-03-02T01:54:02Z,11.40459,55.63394,Juvenile,4166,26.99,35.96,Loggerhead
Caretta caretta,2011-03-03T13:43:15Z,14.4603,53.15103,Juvenile,1919,26.92,36.04,Loggerhead
Chelonia mydas,2019-05-17T12:47:00Z,24.544,53.07,NA,3,27.93,38.65,Green
Chelonia mydas,2017-05-06T11:23:00Z,24.671,53.029,NA,11,27.91,38.69,Green
Chelonia mydas,2018-06-12T11:18:00Z,22.454,59.917,NA,1210,26.68,36.6,Green
Caretta caretta,2012-04-02T10:40:03Z,16.54912,54.02687,Juvenile,2096,26.66,36.06,Loggerhead
Chelonia mydas,2016-09-05T14:43:00Z,24.623,53.018,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-10T21:21:10Z,6.33135,59.99987,Juvenile,2969,28.69,35.72,Loggerhead
Chelonia mydas,2018-05-12T05:28:00Z,25.384,55.221,NA,21,28.25,38.95,Green
Chelonia mydas,2017-07-28T12:13:00Z,24.655,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-29T12:46:16Z,11.90234,55.80755,Juvenile,4038,26.96,35.98,Loggerhead
Chelonia mydas,2017-05-14T11:24:00Z,25.724,55.848,NA,2,NA,NA,Green
Caretta caretta,2012-04-19T14:49:11Z,15.36791,55.27217,Juvenile,3094,27,36.09,Loggerhead
Chelonia mydas,2017-04-30T12:30:00Z,24.417,52.902,NA,7,27.91,38.57,Green
Caretta caretta,2011-11-27T08:38:32Z,0.68886,53.19359,Juvenile,5065,28.18,35.37,Loggerhead
Chelonia mydas,2019-01-20T06:29:00Z,21.309,59.127,NA,52,25.69,36.08,Green
Caretta caretta,2012-01-16T22:25:01Z,8.44972,50.31513,Juvenile,40,26.26,35.58,Loggerhead
Caretta caretta,2012-05-19T08:07:23Z,14.95972,55.08549,Juvenile,2492,27.03,36.08,Loggerhead
Caretta caretta,2011-04-02T14:04:05Z,1.66735,48.99893,Juvenile,4663,27.44,35.35,Loggerhead
Chelonia mydas,2017-05-24T23:45:00Z,24.622,53.024,NA,2,27.91,38.67,Green
Chelonia mydas,2019-05-09T06:52:00Z,24.676,53.083,NA,5,27.91,38.69,Green
Chelonia mydas,2019-08-26T15:36:00Z,24.664,53.052,NA,3,27.91,38.67,Green
Caretta caretta,2012-05-06T20:06:57Z,15.84752,55.20936,Juvenile,2906,26.91,36.1,Loggerhead
Chelonia mydas,2016-08-05T11:35:00Z,24.603,53.085,NA,2,27.93,38.71,Green
Caretta caretta,2012-01-23T08:54:12Z,8.91671,50.50267,Juvenile,24,26.22,35.62,Loggerhead
Chelonia mydas,2016-12-28T06:32:00Z,24.635,53.065,NA,2,27.91,38.67,Green
Caretta caretta,2012-06-10T03:53:33Z,19.76924,60.561279999999996,Juvenile,3509,26.82,36.27,Loggerhead
Chelonia mydas,2016-11-22T06:29:00Z,24.645,53.046,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-30T15:44:06Z,16.90721,55.21461,Juvenile,1993,26.3,36.04,Loggerhead
Chelonia mydas,2018-09-21T11:53:00Z,24.644,53.039,NA,2,27.91,38.67,Green
Caretta caretta,2012-05-03T20:48:44Z,15.65059,55.42566,Juvenile,3576,26.97,36.09,Loggerhead
Chelonia mydas,2016-10-12T14:21:00Z,25.74,55.831,NA,3,28.19,38.72,Green
Chelonia mydas,2016-05-29T23:31:00Z,24.452,53.192,NA,9,27.98,38.69,Green
Chelonia mydas,2016-08-07T23:31:00Z,25.645,55.71,NA,2,28.21,38.74,Green
Chelonia mydas,2018-04-04T11:13:00Z,24.587,53.299,NA,3,27.98,38.74,Green
Caretta caretta,2011-07-25T03:23:38Z,9.5825,60.28926,Juvenile,3792,28.02,36.01,Loggerhead
Caretta caretta,2011-11-22T07:53:21Z,2.181,46.37805,Juvenile,2443,27.02,35.27,Loggerhead
Caretta caretta,2011-03-21T11:40:19Z,1.24095,64.02821,Juvenile,4099,29.32,35.2,Loggerhead
Caretta caretta,2012-01-11T13:45:00Z,10.37906,56.32339,Juvenile,1126,27.2,35.93,Loggerhead
Chelonia mydas,2019-10-02T15:49:00Z,24.656,53.055,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-24T07:20:59Z,6.33202,59.13655,Juvenile,4317,28.58,35.72,Loggerhead
Chelonia mydas,2017-01-03T23:43:00Z,24.167,53.357,NA,7,28,38.69,Green
Chelonia mydas,2016-08-11T10:22:00Z,24.642,53.024,NA,9,27.91,38.67,Green
Caretta caretta,2012-06-03T10:57:56Z,18.99603,58.61705,Juvenile,3276,26.42,36.23,Loggerhead
Chelonia mydas,2019-10-04T06:54:00Z,24.106,51.854,NA,14,27.67,37.74,Green
Chelonia mydas,2017-01-21T11:18:00Z,24.171,53.315,NA,7,28,38.65,Green
Caretta caretta,2011-11-14T20:29:33Z,1.90367,47.84858,Juvenile,4246,27.31,35.34,Loggerhead
Caretta caretta,2011-05-07T03:30:36Z,14.77476,58.52034,Juvenile,3193,26.94,36.14,Loggerhead
Chelonia mydas,2016-12-03T23:05:00Z,23.718,58.532,NA,92,28.1,36.81,Green
Chelonia mydas,2017-03-24T03:32:00Z,24.639,53.052,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-10T01:24:27Z,5.13398,54.11954,Juvenile,4789,27.83,35.52,Loggerhead
Chelonia mydas,2016-08-03T22:43:00Z,24.653,53.062,NA,2,27.91,38.67,Green
Chelonia mydas,2018-09-14T07:27:00Z,24.646,53.04,NA,2,27.91,38.67,Green
Chelonia mydas,2017-04-27T13:07:00Z,24.296,53.186,NA,2,27.99,38.65,Green
Caretta caretta,2012-05-25T13:20:28Z,17.05276,55.86177,Juvenile,2973,26.18,36.1,Loggerhead
Chelonia mydas,2017-01-04T02:44:00Z,24.635,53.039,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-07T12:54:00Z,24.632,53.048,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-30T11:02:22Z,15.91046,55.883540000000004,Juvenile,3041,26.91,36.1,Loggerhead
Chelonia mydas,2018-03-29T05:43:00Z,24.509,53.005,NA,6,27.93,38.65,Green
Chelonia mydas,2019-08-20T16:29:00Z,24.664,53.061,NA,3,27.91,38.67,Green
Caretta caretta,2011-12-26T13:51:02Z,7.16982,59.5204,Juvenile,3636,28.46,35.78,Loggerhead
Chelonia mydas,2019-06-15T05:07:00Z,24.671,53.077,NA,6,27.91,38.69,Green
Caretta caretta,2011-12-29T19:13:58Z,8.03528,59.09272,Juvenile,3942,28.18,35.83,Loggerhead
Chelonia mydas,2019-05-12T17:13:00Z,24.319,53.035,NA,3,27.97,38.56,Green
Chelonia mydas,2018-03-16T13:12:00Z,24.501,53.004,NA,7,27.93,38.65,Green
Chelonia mydas,2018-05-13T05:08:00Z,24.542,53.038,NA,2,27.93,38.65,Green
Chelonia mydas,2016-08-11T22:50:00Z,25.757,55.898,NA,2,28.13,38.64,Green
Caretta caretta,2012-04-07T04:43:13Z,14.9415,55.63378,Juvenile,2094,27.04,36.09,Loggerhead
Chelonia mydas,2018-07-02T12:24:00Z,22.337,59.843,NA,49,26.48,36.59,Green
Chelonia mydas,2018-05-21T06:46:00Z,24.666,52.97,NA,12,27.89,38.66,Green
Chelonia mydas,2016-10-04T22:47:00Z,25.767,55.855,NA,5,28.13,38.64,Green
Caretta caretta,2012-01-12T05:10:25Z,7.71855,49.90527,Juvenile,39,26.35,35.53,Loggerhead
Chelonia mydas,2017-05-08T12:37:00Z,24.89,54.563,NA,18,28.2,38.95,Green
Caretta caretta,2012-05-25T21:33:50Z,17.12324,55.99776,Juvenile,3002,26.16,36.1,Loggerhead
Chelonia mydas,2018-11-01T05:44:00Z,24.562,53.358,NA,2,28.02,38.74,Green
Caretta caretta,2011-02-10T14:17:10Z,16.11237,53.88806,Juvenile,2418,26.94,36.09,Loggerhead
Chelonia mydas,2016-10-11T22:55:00Z,25.649,55.706,NA,12,28.21,38.74,Green
Caretta caretta,2011-04-07T21:10:04Z,15.79584,53.96703,Juvenile,2677,26.95,36.1,Loggerhead
Caretta caretta,2011-07-16T09:18:03Z,7.60303,60.22281,Juvenile,2605,28.45,35.83,Loggerhead
Chelonia mydas,2018-04-11T02:37:00Z,24.424,52.979,NA,6,27.92,38.61,Green
Caretta caretta,2012-05-15T20:16:16Z,16.2917,54.58638,Juvenile,2876,26.8,36.09,Loggerhead
Chelonia mydas,2018-05-17T05:29:00Z,24.5,52.977,NA,7,27.92,38.61,Green
Caretta caretta,2012-04-29T05:53:53Z,15.74976,56.11714,Juvenile,3069,26.94,36.1,Loggerhead
Chelonia mydas,2019-09-25T06:34:00Z,24.619,53.128,NA,2,27.93,38.71,Green
Caretta caretta,2012-05-19T04:26:10Z,14.97323,55.08059,Juvenile,2484,27.02,36.08,Loggerhead
Chelonia mydas,2018-05-24T06:21:00Z,24.705,53.019,NA,11,27.91,38.69,Green
Chelonia mydas,2018-05-07T06:41:00Z,24.805,54.628,NA,5,28.2,38.96,Green
Chelonia mydas,2017-04-28T11:08:00Z,24.199,53.151,NA,3,27.97,38.6,Green
Chelonia mydas,2018-07-17T02:53:00Z,21.382,59.241,NA,5,25.71,36.09,Green
Caretta caretta,2012-04-10T09:36:51Z,15.05992,56.25663,Juvenile,2679,26.96,36.11,Loggerhead
Chelonia mydas,2019-09-04T13:15:00Z,24.424,53.037,NA,7,27.96,38.64,Green
